Metagenome	bin	contig_id	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
B2	bin.unbinned	NODE_25191_length_5488_cov_2.674949||full	0.907	dsDNAphage	5453	0	9.1	0	5453	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_30367_length_5454_cov_2.236896||full	0.98	dsDNAphage	5453	2	71.4	0	5453	No	NA	7	3	0	Low-quality	Genome-fragment	11.86	AAI-based (medium-confidence)	0	1	NA
A3	bin.098	NODE_22554_length_5452_cov_5.142116||full	1	dsDNAphage	5451	1	14.3	0	5451	No	NA	7	1	0	Low-quality	Genome-fragment	12.47	AAI-based (medium-confidence)	0	1	NA
C1	bin.013	NODE_2722_length_5453_cov_5.347721||full	0.987	dsDNAphage	5451	5	100	0	5451	No	NA	7	6	0	Low-quality	Genome-fragment	12.09	AAI-based (medium-confidence)	0	1	NA
A1	bin.023	NODE_17167_length_5812_cov_3.100747||full	0.86	dsDNAphage	5450	1	50	25	5450	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_25319_length_5469_cov_2.666236||full	0.993	dsDNAphage	5450	1	28.6	0	5450	No	NA	7	2	0	Low-quality	Genome-fragment	10.99	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_30380_length_5451_cov_14.382876||full	0.973	dsDNAphage	5449	0	46.2	0	5449	No	NA	13	5	0	Low-quality	Genome-fragment	4.84	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_25441_length_5450_cov_4.216497||full	0.887	dsDNAphage	5448	0	40	0	5448	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_29995_length_5497_cov_3.593164||full	0.993	dsDNAphage	5448	0	6.7	0	5448	No	NA	15	1	0	Low-quality	Genome-fragment	2.87	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_22563_length_5450_cov_3.738276||full	0.987	dsDNAphage	5447	2	37.5	0	5447	No	NA	8	2	0	Low-quality	Genome-fragment	14.39	AAI-based (high-confidence)	0	1	NA
A1	bin.unbinned	NODE_11965_length_7194_cov_12.754307||full	0.987	dsDNAphage	5446	0	7.7	0	5446	No	NA	13	0	0	Low-quality	Genome-fragment	8.7	AAI-based (medium-confidence)	0	1.01	no viral genes detected
A3	bin.ubinned	NODE_22601_length_5446_cov_2.681321||full	0.82	dsDNAphage	5446	0	28.6	0	5446	No	NA	7	0	0	Low-quality	Genome-fragment	12.9	AAI-based (high-confidence)	0	1	no viral genes detected
B2	bin.055	NODE_25460_length_5447_cov_8.639280||full	0.6	dsDNAphage	5446	1	33.3	0	5446	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_25453_length_5448_cov_3.811608||full	0.967	dsDNAphage	5445	0	16.7	0	5445	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.098	NODE_22579_length_5448_cov_3.237159||full	0.96	dsDNAphage	5444	2	33.3	0	5444	No	NA	6	2	0	Low-quality	Genome-fragment	15.36	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_18917_length_5483_cov_2.793847||full	0.88	dsDNAphage	5443	0	9.1	0	5443	No	NA	11	1	0	Low-quality	Genome-fragment	5.69	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_30439_length_5446_cov_2.668336||full	0.86	dsDNAphage	5443	0	16.7	0	5443	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_21669_length_5568_cov_3.238164||full	0.787	dsDNAphage	5442	0	30	10	5442	No	NA	10	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_22626_length_5442_cov_4.261184||full	1	dsDNAphage	5442	2	28.6	0	5442	No	NA	7	1	0	Low-quality	Genome-fragment	11.18	AAI-based (high-confidence)	0	1	NA
B2	bin.042	NODE_25489_length_5444_cov_4.623121||full	0.98	dsDNAphage	5442	0	28.6	0	5442	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_23989_length_5676_cov_4.367906||full	0.607	dsDNAphage	5442	0	25	0	5442	No	NA	8	0	0	Low-quality	Genome-fragment	6.87	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_29563_length_5549_cov_3.283218||full	0.74	dsDNAphage	5442	0	14.3	0	5442	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.098	NODE_22613_length_5443_cov_4.631403||full	0.94	dsDNAphage	5441	0	7.1	0	5441	No	NA	14	1	0	Low-quality	Genome-fragment	7.37	AAI-based (high-confidence)	0	1	NA
B2	bin.103	NODE_25510_length_5441_cov_2.887300||full	0.967	dsDNAphage	5441	0	30.8	0	5441	No	NA	12	1	0	Low-quality	Genome-fragment	2.52	HMM-based (lower-bound)	0	1	NA
B1	bin.001	NODE_4248_length_5444_cov_3.506773||full	0.733	dsDNAphage	5440	0	28.6	0	5440	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.042	NODE_25521_length_5440_cov_2.418756||full	0.933	dsDNAphage	5440	0	27.3	0	5440	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_30467_length_5442_cov_2.765547||full	1	dsDNAphage	5440	1	27.3	0	5440	No	NA	11	2	0	Low-quality	Genome-fragment	10.25	HMM-based (lower-bound)	0	1	NA
C2	bin.006	NODE_30106_length_5483_cov_5.275055||full	0.827	dsDNAphage	5440	0	80	0	5440	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_26657_length_5956_cov_2.420268||full	0.933	dsDNAphage	5439	0	27.3	0	5439	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_28247_length_5724_cov_4.735050||full	1	dsDNAphage	5439	1	8.3	0	5439	No	NA	12	1	0	Low-quality	Genome-fragment	4.87	HMM-based (lower-bound)	0	1	NA
A3	bin.036	NODE_22644_length_5440_cov_3.081894||full	0.987	dsDNAphage	5438	1	37.5	0	5438	No	NA	8	2	0	Low-quality	Genome-fragment	2.79	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_27957_length_5761_cov_2.945321||full	0.98	dsDNAphage	5438	1	37.5	12.5	5438	No	NA	8	5	0	Low-quality	Genome-fragment	10.53	AAI-based (high-confidence)	0	1	NA
A1	bin.unbinned	NODE_19088_length_5454_cov_5.477311||full	1	dsDNAphage	5437	2	40	0	5437	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.unbinned	NODE_4255_length_5440_cov_2.861467||full	0.88	dsDNAphage	5437	0	12.5	0	5437	No	NA	8	1	0	Low-quality	Genome-fragment	6.31	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_22666_length_5435_cov_5.129368||full	1	dsDNAphage	5435	2	71.4	0	5435	No	NA	7	5	0	Low-quality	Genome-fragment	11.28	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_25537_length_5437_cov_3.317912||full	0.52	dsDNAphage	5435	0	30	0	5435	No	NA	10	0	0	Low-quality	Genome-fragment	4.82	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.042	NODE_25541_length_5436_cov_3.225609||full	0.987	dsDNAphage	5434	0	30.8	0	5434	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_30498_length_5438_cov_4.110162||full	0.567	dsDNAphage	5434	0	20	0	5434	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_24943_length_5526_cov_2.654725||full	0.873	dsDNAphage	5432	2	50	0	5432	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.042	NODE_25555_length_5434_cov_4.890314||full	0.827	dsDNAphage	5431	0	12.5	0	5431	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_30544_length_5433_cov_4.522313||full	0.82	dsDNAphage	5430	0	33.3	0	5430	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_30571_length_5431_cov_3.540179||full	1	dsDNAphage	5430	2	23.1	0	5430	No	NA	13	4	0	Low-quality	Genome-fragment	14.46	AAI-based (high-confidence)	0	1	NA
A1	bin.054	NODE_19235_length_5430_cov_2.459907||full	0.633	dsDNAphage	5429	0	25	0	5429	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_20455_length_5749_cov_3.318932||full	0.907	dsDNAphage	5429	0	15.4	0	5429	No	NA	13	1	0	Not-determined	Genome-fragment	NA	NA	0	1	NA
B2	bin.unbinned	NODE_25584_length_5431_cov_4.169457||full	0.733	dsDNAphage	5429	0	25	0	5429	No	NA	8	3	0	Low-quality	Genome-fragment	10.37	AAI-based (medium-confidence)	0	1	NA
A3	bin.098	NODE_22696_length_5430_cov_2.663256||full	0.8	dsDNAphage	5428	0	40	0	5428	No	NA	10	3	0	Low-quality	Genome-fragment	4.31	HMM-based (lower-bound)	0	1	NA
C2	bin.083	NODE_30564_length_5431_cov_4.619978||full	0.993	dsDNAphage	5428	0	66.7	0	5428	No	NA	9	3	0	Low-quality	Genome-fragment	1.34	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_25600_length_5429_cov_3.665798||full	0.813	dsDNAphage	5427	0	40	0	5427	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_30565_length_5431_cov_4.117188||full	0.98	dsDNAphage	5427	1	44.4	0	5427	No	NA	9	5	0	Low-quality	Genome-fragment	6.94	AAI-based (medium-confidence)	0	1	NA
A3	bin.070	NODE_22699_length_5429_cov_5.714738||full	0.547	dsDNAphage	5426	0	16.7	0	5426	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.042	NODE_25592_length_5430_cov_3.418419||full	0.973	dsDNAphage	5426	0	27.3	0	5426	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_30608_length_5427_cov_2.752978||full	0.853	dsDNAphage	5426	0	42.9	0	5426	No	NA	7	0	0	Low-quality	Genome-fragment	9.13	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_30581_length_5429_cov_9.931894||full	0.967	dsDNAphage	5426	0	15.4	0	5426	No	NA	13	1	0	Low-quality	Genome-fragment	5.4	AAI-based (medium-confidence)	0	1	NA
A1	bin.023	NODE_19256_length_5426_cov_3.519643||full	0.96	dsDNAphage	5425	1	33.3	0	5425	Yes	3468	6	1	1	Low-quality	Genome-fragment	5.14	HMM-based (lower-bound)	36.07	1	NA
A1	bin.016	NODE_19250_length_5427_cov_3.451973||full	0.733	dsDNAphage	5425	0	33.3	0	5425	No	NA	6	0	0	Low-quality	Genome-fragment	13.83	AAI-based (medium-confidence)	0	1	no viral genes detected
A1	bin.unbinned	NODE_19248_length_5427_cov_4.186150||full	0.807	dsDNAphage	5424	0	12.5	0	5424	No	NA	15	1	1	Low-quality	Genome-fragment	3.65	HMM-based (lower-bound)	0	1.02	NA
C2	bin.047	NODE_30604_length_5427_cov_3.745719||full	1	dsDNAphage	5424	2	60	0	5424	No	NA	10	4	0	Low-quality	Genome-fragment	9.26	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_30625_length_5426_cov_3.010613||full	0.993	dsDNAphage	5424	1	33.3	0	5424	No	NA	12	3	0	Low-quality	Genome-fragment	5.91	AAI-based (medium-confidence)	0	1	NA
C2	bin.095	NODE_29732_length_5528_cov_12.065412||full	0.98	dsDNAphage	5424	0	21.4	0	5424	No	NA	14	2	0	Low-quality	Genome-fragment	3.11	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_25633_length_5424_cov_3.572732||full	0.993	dsDNAphage	5423	1	28.6	0	5423	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.111	NODE_30617_length_5426_cov_4.791287||full	0.713	dsDNAphage	5423	0	25	0	5423	No	NA	12	2	0	Low-quality	Genome-fragment	6.3	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_25623_length_5425_cov_3.351397||full	0.753	dsDNAphage	5422	0	25	0	5422	No	NA	8	1	0	Low-quality	Genome-fragment	4	AAI-based (high-confidence)	0	1	NA
B2	bin.042	NODE_25643_length_5422_cov_2.821874||full	0.993	dsDNAphage	5422	1	33.3	0	5422	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.017	NODE_22779_length_5421_cov_3.227730||full	0.993	dsDNAphage	5420	2	57.1	0	5420	No	NA	7	2	0	Low-quality	Genome-fragment	10.47	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_20452_length_5750_cov_5.192098||full	0.973	dsDNAphage	5420	1	7.7	0	5420	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
A3	bin.070	NODE_22752_length_5423_cov_4.342772||full	0.993	dsDNAphage	5420	2	25	0	5420	No	NA	8	2	0	Low-quality	Genome-fragment	9.68	AAI-based (high-confidence)	0	1	NA
C2	bin.047	NODE_30648_length_5423_cov_2.796013||full	0.8	dsDNAphage	5420	0	42.9	0	5420	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_30654_length_5422_cov_3.358860||full	0.88	dsDNAphage	5420	1	33.3	16.7	5420	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_24665_length_5568_cov_3.545438||full	0.96	dsDNAphage	5414	0	25	0	5414	No	NA	16	2	0	Low-quality	Genome-fragment	5.06	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_25690_length_5415_cov_3.153358||full	1	dsDNAphage	5414	1	100	0	5414	Yes	1789	4	1	2	Low-quality	Genome-fragment	2.68	HMM-based (lower-bound)	66.96	1	NA
C2	bin.unbinned	NODE_29527_length_5553_cov_10.446344||full	0.96	dsDNAphage	5414	0	30	0	5414	No	NA	10	2	0	Low-quality	Genome-fragment	4.72	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_30711_length_5415_cov_4.894030||full	0.927	dsDNAphage	5414	0	9.1	0	5414	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_22846_length_5413_cov_2.951848||full	0.967	dsDNAphage	5411	2	36.4	18.2	5411	Yes	3078	11	2	2	Low-quality	Genome-fragment	4.33	HMM-based (lower-bound)	43.12	1	NA
C2	bin.unbinned	NODE_30583_length_5429_cov_4.514142||full	0.967	dsDNAphage	5411	0	16.7	0	5411	No	NA	12	2	0	Low-quality	Genome-fragment	8.77	HMM-based (lower-bound)	0	1	NA
A3	bin.070	NODE_22863_length_5411_cov_3.285848||full	1	dsDNAphage	5410	1	41.7	0	5410	No	NA	12	2	0	Low-quality	Genome-fragment	3.17	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_25704_length_5413_cov_2.362075||full	0.947	dsDNAphage	5410	2	28.6	0	5410	No	NA	7	2	0	Low-quality	Genome-fragment	7.36	AAI-based (high-confidence)	0	1	NA
B2	bin.039	NODE_25713_length_5412_cov_3.996080||full	0.553	dsDNAphage	5409	0	12.5	0	5409	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
A1	bin.unbinned	NODE_18077_length_5634_cov_3.759455||full	0.953	dsDNAphage	5408	0	14.3	0	5408	No	NA	14	3	0	Low-quality	Genome-fragment	6.29	HMM-based (lower-bound)	0	1	NA
B2	bin.045	NODE_24088_length_5660_cov_3.549331||full	0.973	dsDNAphage	5408	1	15.4	0	5408	No	NA	13	2	0	Low-quality	Genome-fragment	13.71	AAI-based (high-confidence)	0	1	NA
B2	bin.064	NODE_25730_length_5409_cov_9.019051||full	0.953	dsDNAphage	5408	0	30	0	5408	No	NA	11	3	0	Low-quality	Genome-fragment	12.09	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_21699_length_5563_cov_4.230392||full	1	dsDNAphage	5407	1	45.5	0	5407	No	NA	11	1	0	Low-quality	Genome-fragment	12.79	AAI-based (medium-confidence)	0	1	NA
C1	bin.unbinned	NODE_2756_length_5409_cov_3.144191||full	0.947	dsDNAphage	5406	0	40	0	5406	No	NA	10	0	0	Low-quality	Genome-fragment	2.51	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.042	NODE_25750_length_5406_cov_4.010652||full	0.94	dsDNAphage	5405	0	30.8	0	5405	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
B2	bin.055	NODE_25609_length_5427_cov_15.457930||full	0.74	dsDNAphage	5405	0	16.7	0	5405	No	NA	12	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.086	NODE_19263_length_5931_cov_4.428182||full	0.693	dsDNAphage	5403	0	20	0	5403	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.100	NODE_20723_length_5705_cov_7.840708||full	0.533	dsDNAphage	5402	0	9.1	0	5402	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
B2	bin.042	NODE_25766_length_5404_cov_3.349785||full	0.853	dsDNAphage	5401	0	10	0	5401	No	NA	10	1	0	Low-quality	Genome-fragment	2.93	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_30804_length_5404_cov_2.685362||full	0.967	dsDNAphage	5401	0	15.4	0	5401	No	NA	13	1	0	Low-quality	Genome-fragment	2.31	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_30242_length_5468_cov_2.225938||full	0.987	dsDNAphage	5400	0	46.2	0	5400	No	NA	13	2	0	Low-quality	Genome-fragment	5.35	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_30524_length_5435_cov_4.024721||full	0.66	dsDNAphage	5400	1	33.3	0	5400	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1.04	no viral genes detected
C2	bin.unbinned	NODE_30812_length_5403_cov_2.804600||full	1	dsDNAphage	5400	2	23.1	0	5400	No	NA	13	2	0	Low-quality	Genome-fragment	12.73	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_18080_length_5633_cov_6.464503||full	0.967	dsDNAphage	5399	0	30.8	0	5399	No	NA	14	2	0	Low-quality	Genome-fragment	3.33	HMM-based (lower-bound)	0	1	NA
A3	bin.070	NODE_21268_length_5628_cov_7.886776||full	0.627	dsDNAphage	5399	0	33.3	0	5399	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_25790_length_5400_cov_3.003742||full	1	dsDNAphage	5399	1	12.5	0	5399	No	NA	15	2	0	Low-quality	Genome-fragment	4.8	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_22953_length_5401_cov_3.063225||full	0.933	dsDNAphage	5398	0	11.8	0	5398	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.042	NODE_25777_length_5402_cov_2.729755||full	0.993	dsDNAphage	5398	0	41.7	0	5398	No	NA	12	0	0	Low-quality	Genome-fragment	9.49	AAI-based (high-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_25786_length_5400_cov_7.466791||full	0.993	dsDNAphage	5398	1	30	0	5398	No	NA	10	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_30836_length_5399_cov_4.191617||full	1	dsDNAphage	5398	0	46.2	0	5398	No	NA	13	1	1	Low-quality	Genome-fragment	7.44	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_30849_length_5398_cov_3.126708||full	0.88	dsDNAphage	5398	0	4.8	0	5398	No	NA	21	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.158	NODE_25801_length_5398_cov_8.208310||full	0.913	dsDNAphage	5397	1	25	12.5	5397	No	NA	8	1	0	Low-quality	Genome-fragment	4.44	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_22827_length_5416_cov_3.194926||full	0.98	dsDNAphage	5396	2	22.2	0	5396	No	NA	10	2	0	Low-quality	Genome-fragment	14.55	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_29074_length_5611_cov_3.383549||full	0.98	dsDNAphage	5396	2	50	0	5396	No	NA	4	1	0	Low-quality	Genome-fragment	0.45	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_25820_length_5395_cov_17.658427||lt2gene	NA	dsDNAphage	5395	1	50	0	5395	No	NA	2	1	0	Low-quality	Genome-fragment	7.12	HMM-based (lower-bound)	0	1	NA
A1	bin.068	NODE_19403_length_5396_cov_4.866130||full	0.973	dsDNAphage	5393	0	25	0	5393	No	NA	8	1	0	Low-quality	Genome-fragment	12.72	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_22965_length_5399_cov_12.699289||full	0.967	dsDNAphage	5393	0	18.2	0	5393	No	NA	11	0	0	Low-quality	Genome-fragment	10.79	AAI-based (medium-confidence)	0	1	no viral genes detected
A1	bin.023	NODE_18990_length_5469_cov_3.021426||full	0.867	dsDNAphage	5392	0	25	0	5392	No	NA	8	2	0	Low-quality	Genome-fragment	4.83	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_30886_length_5394_cov_3.369358||full	1	dsDNAphage	5392	2	50	0	5392	No	NA	6	2	0	Low-quality	Genome-fragment	10.83	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_19432_length_5392_cov_3.765786||full	0.947	dsDNAphage	5391	0	37.5	0	5391	No	NA	8	0	0	Low-quality	Genome-fragment	13.88	AAI-based (high-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_22997_length_5845_cov_4.531779||full	0.987	dsDNAphage	5390	1	30	0	5390	No	NA	10	3	0	Low-quality	Genome-fragment	2.85	HMM-based (lower-bound)	0	1.01	NA
C2	bin.unbinned	NODE_30911_length_5391_cov_3.268553||full	1	dsDNAphage	5390	2	36.4	0	5390	No	NA	11	3	0	Low-quality	Genome-fragment	3.31	HMM-based (lower-bound)	0	1	NA
A1	bin.023	NODE_19439_length_5391_cov_2.969828||full	0.86	dsDNAphage	5389	1	40	20	5389	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_25858_length_5391_cov_3.150862||full	0.993	dsDNAphage	5389	2	75	0	5389	No	NA	4	2	0	Low-quality	Genome-fragment	1.62	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_25859_length_5391_cov_2.185720||full	1	dsDNAphage	5389	1	16.7	0	5389	No	NA	6	1	0	Low-quality	Genome-fragment	8.91	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_22746_length_5424_cov_2.887316||full	0.6	dsDNAphage	5388	0	7.1	0	5388	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.087	NODE_25094_length_5504_cov_3.664159||full	0.953	dsDNAphage	5388	0	14.3	0	5388	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_25865_length_5389_cov_3.422572||full	0.94	dsDNAphage	5388	0	21.4	0	5388	No	NA	14	1	0	Low-quality	Genome-fragment	3.67	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_18777_length_5508_cov_3.883367||full	0.793	dsDNAphage	5387	0	23.1	0	5387	No	NA	11	0	0	Low-quality	Genome-fragment	5.61	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.013	NODE_23077_length_5387_cov_2.968492||full	0.647	dsDNAphage	5387	0	25	0	5387	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.001	NODE_4334_length_5387_cov_3.482371||full	0.793	dsDNAphage	5387	0	30	10	5387	No	NA	10	1	0	Low-quality	Genome-fragment	8.16	HMM-based (lower-bound)	0	1	NA
A1	bin.023	NODE_19459_length_5388_cov_3.589162||full	1	dsDNAphage	5386	5	100	0	5386	No	NA	7	6	0	Low-quality	Genome-fragment	9.14	AAI-based (high-confidence)	0	1	NA
A1	bin.unbinned	NODE_19452_length_5389_cov_10.187289||full	0.973	dsDNAphage	5386	0	40	0	5386	No	NA	10	3	0	Low-quality	Genome-fragment	6.49	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_16952_length_6344_cov_6.146923||full	0.973	dsDNAphage	5386	0	14.3	0	5386	No	NA	14	1	0	Low-quality	Genome-fragment	0.6	HMM-based (lower-bound)	0	1.01	NA
A3	bin.070	NODE_22285_length_5488_cov_3.683600||full	0.693	dsDNAphage	5386	0	25	0	5386	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.027	NODE_19480_length_5385_cov_3.243152||full	0.7	dsDNAphage	5385	0	40	10	5385	No	NA	10	2	0	Low-quality	Genome-fragment	5.04	HMM-based (lower-bound)	0	1	NA
C2	bin.018	NODE_30935_length_5388_cov_3.839865||full	1	dsDNAphage	5385	1	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A3	bin.ubinned	NODE_22882_length_5409_cov_3.513261||full	0.987	dsDNAphage	5384	1	66.7	0	5384	No	NA	3	1	0	Low-quality	Genome-fragment	10.72	AAI-based (medium-confidence)	0	1	NA
B2	bin.042	NODE_25893_length_5385_cov_3.370356||full	0.86	dsDNAphage	5384	0	33.3	0	5384	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_30687_length_5418_cov_3.306545||full	0.633	dsDNAphage	5383	0	11.1	0	5383	No	NA	9	1	0	Low-quality	Genome-fragment	3.1	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_30993_length_5381_cov_5.230192||lt2gene	NA	dsDNAphage	5381	1	50	0	5381	No	NA	2	1	0	Low-quality	Genome-fragment	7.1	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_24895_length_5532_cov_7.012416||full	0.893	dsDNAphage	5380	0	40	0	5380	No	NA	10	1	0	Low-quality	Genome-fragment	4.78	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_22856_length_5412_cov_2.925518||full	0.967	dsDNAphage	5379	0	30.8	0	5379	No	NA	13	3	0	Low-quality	Genome-fragment	4.01	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_25945_length_5379_cov_3.351615||full	0.967	dsDNAphage	5379	0	7.1	0	5379	No	NA	15	0	0	Low-quality	Genome-fragment	12.77	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_31011_length_5380_cov_2.994930||full	0.873	dsDNAphage	5379	0	25	8.3	5379	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
