contig_id	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
Contig67069050||full	0.94	dsDNAphage	3144	0	8.3	0	3144	No	NA	12	1	0	Low-quality	Genome-fragment	1.28	HMM-based (lower-bound)	0	1	NA
Contig84805851||full	0.6	dsDNAphage	3144	0	40	20	3144	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig114362692||full	0.927	dsDNAphage	3144	0	75	0	3144	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig35944647||full	0.993	dsDNAphage	3143	1	25	0	3143	No	NA	4	1	0	Low-quality	Genome-fragment	5.16	AAI-based (medium-confidence)	0	1	NA
Contig114842236||full	0.993	dsDNAphage	3143	1	50	0	3143	No	NA	4	1	0	Low-quality	Genome-fragment	7.08	HMM-based (lower-bound)	0	1	NA
Contig139029753||full	0.953	dsDNAphage	3143	0	25	0	3143	No	NA	12	2	0	Low-quality	Genome-fragment	2.19	HMM-based (lower-bound)	0	1	NA
Contig151172387||full	0.887	dsDNAphage	3143	0	33.3	0	3143	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig42713258||full	1	dsDNAphage	3142	3	75	0	3142	No	NA	4	2	0	Low-quality	Genome-fragment	5.45	HMM-based (lower-bound)	0	1	NA
Contig46926355||full	0.98	dsDNAphage	3142	0	28.6	0	3142	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig115459447||full	0.993	dsDNAphage	3142	1	40	0	3142	No	NA	5	2	0	Low-quality	Genome-fragment	9.13	AAI-based (high-confidence)	0	1	NA
Contig137684927||full	0.74	dsDNAphage	3142	0	66.7	0	3142	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig15514161||full	0.907	dsDNAphage	3141	0	16.7	0	3141	No	NA	6	1	0	Low-quality	Genome-fragment	2.82	AAI-based (medium-confidence)	0	1	NA
Contig35482616||full	0.527	dsDNAphage	3141	0	20	0	3141	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig80328038||full	0.987	dsDNAphage	3141	0	62.5	0	3141	No	NA	8	2	0	Low-quality	Genome-fragment	3.37	AAI-based (medium-confidence)	0	1	NA
Contig151809657||full	0.953	dsDNAphage	3141	1	60	0	3141	No	NA	5	2	0	Low-quality	Genome-fragment	8.08	AAI-based (medium-confidence)	0	1	NA
Contig8533768||full	0.873	dsDNAphage	3140	0	10	0	3140	No	NA	10	1	0	Low-quality	Genome-fragment	0.83	HMM-based (lower-bound)	0	1	NA
Contig14525600||full	0.913	dsDNAphage	3140	0	40	0	3140	No	NA	5	1	0	Low-quality	Genome-fragment	2.84	AAI-based (medium-confidence)	0	1	NA
Contig103263716||full	0.993	dsDNAphage	3140	1	40	0	3140	No	NA	5	2	0	Low-quality	Genome-fragment	3.9	HMM-based (lower-bound)	0	1	NA
Contig103769901||full	0.913	dsDNAphage	3140	0	11.1	0	3140	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig133792859||full	0.86	dsDNAphage	3140	0	25	0	3140	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig131098833||lt2gene	NA	dsDNAphage	3140	1	100	0	3140	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig53588005||full	0.847	dsDNAphage	3139	0	25	0	3139	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig59933331||full	0.833	dsDNAphage	3139	0	40	0	3139	No	NA	5	2	0	Low-quality	Genome-fragment	2.78	AAI-based (medium-confidence)	0	1	NA
Contig155737932||full	1	dsDNAphage	3139	1	42.9	0	3139	No	NA	7	1	0	Low-quality	Genome-fragment	4.46	HMM-based (lower-bound)	0	1	NA
Contig155837801||full	0.987	dsDNAphage	3139	0	20	0	3139	No	NA	10	1	0	Low-quality	Genome-fragment	4.37	AAI-based (high-confidence)	0	1	NA
Contig155737917||full	0.887	dsDNAphage	3138	0	12.5	0	3138	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig62514742||lt2gene	NA	dsDNAphage	3138	1	50	0	3138	No	NA	2	1	0	Low-quality	Genome-fragment	6.1	AAI-based (medium-confidence)	0	1	NA
Contig42569510||full	0.873	dsDNAphage	3137	0	28.6	0	3137	No	NA	7	1	0	Low-quality	Genome-fragment	0.9	HMM-based (lower-bound)	0	1	NA
Contig136889492||full	0.907	dsDNAphage	3137	0	25	0	3137	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig140040521||full	0.753	dsDNAphage	3137	0	25	0	3137	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig23651880||full	0.92	dsDNAphage	3136	0	28.6	0	3136	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig29289685||full	0.993	dsDNAphage	3136	1	66.7	0	3136	No	NA	3	1	0	Low-quality	Genome-fragment	0.93	HMM-based (lower-bound)	0	1	NA
Contig31922312||full	0.813	dsDNAphage	3136	0	30	0	3136	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig2358271||full	0.933	dsDNAphage	3135	0	12.5	0	3135	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig63432613||full	0.9	dsDNAphage	3135	0	66.7	0	3135	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig74742360||full	0.753	dsDNAphage	3135	1	25	0	3135	Yes	2446	4	1	1	Low-quality	Genome-fragment	1.68	HMM-based (lower-bound)	21.98	1	NA
Contig107155666||full	0.84	dsDNAphage	3135	0	33.3	0	3135	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig120172698||full	0.993	dsDNAphage	3135	3	50	0	3135	No	NA	6	3	0	Low-quality	Genome-fragment	5.88	AAI-based (medium-confidence)	0	1	NA
Contig133690404||full	0.96	dsDNAphage	3135	0	33.3	0	3135	No	NA	6	0	0	Low-quality	Genome-fragment	2.78	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig150393921||full	0.94	dsDNAphage	3135	1	33.3	0	3135	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig84828893||full	0.833	dsDNAphage	3134	0	50	0	3134	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig125554544||full	0.86	dsDNAphage	3134	0	14.3	0	3134	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig135326852||full	0.993	dsDNAphage	3134	1	14.3	0	3134	No	NA	7	1	0	Low-quality	Genome-fragment	7.11	AAI-based (high-confidence)	0	1	NA
Contig2760721||full	0.813	dsDNAphage	3133	0	50	0	3133	No	NA	4	2	0	Low-quality	Genome-fragment	6.09	AAI-based (medium-confidence)	0	1	NA
Contig13667026||full	0.98	dsDNAphage	3133	1	40	0	3133	No	NA	5	0	0	Low-quality	Genome-fragment	5.7	AAI-based (high-confidence)	0	1	no viral genes detected
Contig11904988||full	0.973	dsDNAphage	3132	1	40	0	3132	No	NA	5	1	0	Low-quality	Genome-fragment	4.65	HMM-based (lower-bound)	0	1	NA
Contig15217455||full	1	dsDNAphage	3132	1	20	0	3132	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig93149367||full	0.6	dsDNAphage	3132	1	50	0	3132	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig143601391||full	0.633	dsDNAphage	3132	0	16.7	0	3132	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig148102970||full	0.833	dsDNAphage	3132	0	20	0	3132	No	NA	5	0	0	Low-quality	Genome-fragment	5.16	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig41547238||full	0.653	dsDNAphage	3131	0	33.3	0	3131	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig75341579||full	1	dsDNAphage	3131	1	20	0	3131	No	NA	5	0	0	Low-quality	Genome-fragment	3.36	AAI-based (high-confidence)	0	1	no viral genes detected
Contig102658803||lt2gene	NA	dsDNAphage	3131	1	50	0	3131	No	NA	2	1	0	Low-quality	Genome-fragment	7.78	AAI-based (medium-confidence)	0	1	NA
Contig148800545||full	0.927	dsDNAphage	3130	0	22.2	0	3130	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig26882366||full	0.52	dsDNAphage	3129	0	20	0	3129	No	NA	5	1	0	Low-quality	Genome-fragment	1.28	HMM-based (lower-bound)	0	1	NA
Contig48727434||full	0.773	dsDNAphage	3129	0	25	0	3129	No	NA	8	1	0	Low-quality	Genome-fragment	1.86	HMM-based (lower-bound)	0	1	NA
Contig82961755||full	0.98	dsDNAphage	3129	1	66.7	0	3129	No	NA	3	2	0	Low-quality	Genome-fragment	5.68	AAI-based (medium-confidence)	0	1	NA
Contig109894583||full	0.78	dsDNAphage	3129	0	25	0	3129	No	NA	4	1	0	Low-quality	Genome-fragment	1.95	HMM-based (lower-bound)	0	1	NA
Contig147610220||full	1	dsDNAphage	3129	3	60	0	3129	No	NA	5	1	0	Low-quality	Genome-fragment	4.69	HMM-based (lower-bound)	0	1	NA
Contig88421636||full	0.767	dsDNAphage	3128	0	25	0	3128	No	NA	4	0	0	Low-quality	Genome-fragment	6.72	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig103828427||full	0.92	dsDNAphage	3128	0	16.7	0	3128	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig107002349||full	0.953	dsDNAphage	3128	0	9.1	0	3128	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig129472960||full	0.973	dsDNAphage	3128	1	25	0	3128	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig113093491||lt2gene	NA	dsDNAphage	3128	1	100	0	3128	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig52398383||full	0.967	dsDNAphage	3127	1	83.3	0	3127	No	NA	6	2	0	Low-quality	Genome-fragment	8.01	AAI-based (high-confidence)	0	1	NA
Contig80941247||full	0.913	dsDNAphage	3127	0	20	0	3127	No	NA	5	0	0	Low-quality	Genome-fragment	5.53	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig117458532||full	0.953	dsDNAphage	3127	0	28.6	0	3127	No	NA	7	1	0	Low-quality	Genome-fragment	1.7	HMM-based (lower-bound)	0	1	NA
Contig128961393||full	0.933	dsDNAphage	3127	0	7.7	0	3127	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig143534967||full	0.993	dsDNAphage	3127	1	50	0	3127	No	NA	4	1	0	Low-quality	Genome-fragment	4.7	HMM-based (lower-bound)	0	1	NA
Contig149424817||full	0.887	dsDNAphage	3127	0	33.3	0	3127	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig155495452||full	0.74	dsDNAphage	3127	0	100	0	3127	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig125380561||lt2gene	NA	dsDNAphage	3127	1	50	0	3127	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig12088000||full	0.913	dsDNAphage	3126	0	33.3	0	3126	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig49227533||full	0.887	dsDNAphage	3126	0	22.2	0	3126	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig72072318||full	0.947	dsDNAphage	3126	0	11.1	0	3126	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig77635186||full	0.9	dsDNAphage	3126	0	33.3	0	3126	No	NA	6	1	0	Low-quality	Genome-fragment	6.66	AAI-based (medium-confidence)	0	1	NA
Contig155346507||full	0.933	dsDNAphage	3126	0	12.5	0	3126	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig31270818||full	0.94	dsDNAphage	3125	0	37.5	0	3125	No	NA	8	2	0	Low-quality	Genome-fragment	5.39	HMM-based (lower-bound)	0	1	NA
Contig34625773||full	0.62	dsDNAphage	3125	0	20	0	3125	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig115750733||full	0.74	dsDNAphage	3125	1	50	0	3125	No	NA	2	2	0	Low-quality	Genome-fragment	3.6	AAI-based (high-confidence)	0	1	NA
Contig121169568||full	1	dsDNAphage	3125	1	50	0	3125	Yes	1205	4	1	1	Low-quality	Genome-fragment	0.35	HMM-based (lower-bound)	61.44	1	NA
Contig123966552||full	0.787	dsDNAphage	3125	0	25	0	3125	No	NA	4	0	0	Low-quality	Genome-fragment	5.19	AAI-based (high-confidence)	0	1	no viral genes detected
Contig533565||full	0.967	dsDNAphage	3124	0	36.4	0	3124	No	NA	11	2	0	Low-quality	Genome-fragment	4.38	HMM-based (lower-bound)	0	1	NA
Contig10747682||full	0.807	dsDNAphage	3124	0	60	0	3124	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig19206600||full	0.953	dsDNAphage	3124	0	16.7	0	3124	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig77012363||full	0.767	dsDNAphage	3124	0	66.7	0	3124	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig130420955||full	0.947	dsDNAphage	3124	0	11.1	0	3124	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig155403373||full	0.92	dsDNAphage	3124	0	11.1	0	3124	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig13424505||full	0.98	dsDNAphage	3123	0	71.4	0	3123	No	NA	7	1	0	Low-quality	Genome-fragment	1.76	AAI-based (medium-confidence)	0	1	NA
Contig14249748||full	0.96	dsDNAphage	3123	1	33.3	0	3123	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig53074095||full	1	dsDNAphage	3123	2	75	0	3123	No	NA	4	2	0	Low-quality	Genome-fragment	5.56	HMM-based (lower-bound)	0	1	NA
Contig122813817||full	0.82	dsDNAphage	3123	0	33.3	0	3123	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig127434887||full	1	dsDNAphage	3123	2	75	0	3123	No	NA	4	2	0	Low-quality	Genome-fragment	1.4	HMM-based (lower-bound)	0	1	NA
Contig137128488||full	0.893	dsDNAphage	3123	0	12.5	0	3123	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig142600909||full	0.967	dsDNAphage	3123	1	50	0	3123	No	NA	4	1	0	Low-quality	Genome-fragment	7.06	AAI-based (medium-confidence)	0	1	NA
Contig120470336||full	0.973	dsDNAphage	3122	0	10	0	3122	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig121312846||full	0.567	dsDNAphage	3122	0	14.3	0	3122	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig141708591||full	0.98	dsDNAphage	3122	0	8.3	0	3122	No	NA	12	1	0	Low-quality	Genome-fragment	0.28	HMM-based (lower-bound)	0	1	NA
Contig142200120||full	0.953	dsDNAphage	3122	0	10	0	3122	No	NA	10	0	0	Low-quality	Genome-fragment	1.49	AAI-based (high-confidence)	0	1	no viral genes detected
Contig143029804||full	0.773	dsDNAphage	3122	0	37.5	12.5	3122	Yes	1583	8	1	1	Low-quality	Genome-fragment	1.77	HMM-based (lower-bound)	49.3	1	NA
Contig60866938||full	0.907	dsDNAphage	3121	0	28.6	0	3121	No	NA	7	1	0	Low-quality	Genome-fragment	7.62	AAI-based (medium-confidence)	0	1	NA
Contig77818075||full	0.993	dsDNAphage	3121	1	60	0	3121	No	NA	5	2	0	Low-quality	Genome-fragment	2.93	AAI-based (medium-confidence)	0	1	NA
Contig132511367||full	0.82	dsDNAphage	3121	0	100	0	3121	No	NA	3	1	0	Low-quality	Genome-fragment	4.43	HMM-based (lower-bound)	0	1	NA
Contig13693947||full	0.78	dsDNAphage	3120	0	66.7	0	3120	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig27755549||full	0.993	dsDNAphage	3120	1	100	0	3120	No	NA	5	5	0	Low-quality	Genome-fragment	6.65	AAI-based (high-confidence)	0	1	NA
Contig65490697||full	0.887	dsDNAphage	3120	0	14.3	0	3120	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig84369224||full	0.98	dsDNAphage	3120	1	60	0	3120	Yes	2221	5	2	1	Low-quality	Genome-fragment	4.87	AAI-based (high-confidence)	28.81	1	NA
Contig18122775||full	0.96	dsDNAphage	3119	0	8.3	0	3119	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig22684064||full	0.593	dsDNAphage	3119	0	66.7	0	3119	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig26729508||full	0.953	dsDNAphage	3119	0	14.3	0	3119	No	NA	7	1	0	Low-quality	Genome-fragment	4.08	HMM-based (lower-bound)	0	1	NA
Contig42991196||full	0.88	dsDNAphage	3119	0	25	0	3119	No	NA	8	1	0	Low-quality	Genome-fragment	3.6	HMM-based (lower-bound)	0	1	NA
Contig56472765||full	0.84	dsDNAphage	3119	0	60	0	3119	No	NA	5	2	0	Low-quality	Genome-fragment	1.41	HMM-based (lower-bound)	0	1	NA
Contig104940615||full	0.96	dsDNAphage	3119	0	11.1	0	3119	No	NA	8	0	0	Low-quality	Genome-fragment	6.66	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig126419230||full	0.887	dsDNAphage	3119	0	25	0	3119	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig142040364||full	0.98	dsDNAphage	3119	0	37.5	0	3119	No	NA	8	2	0	Low-quality	Genome-fragment	3.37	AAI-based (medium-confidence)	0	1	NA
Contig11080946||full	0.993	dsDNAphage	3117	3	75	0	3117	No	NA	4	1	0	Low-quality	Genome-fragment	1.66	HMM-based (lower-bound)	0	1	NA
Contig43422089||full	0.96	dsDNAphage	3117	0	37.5	0	3117	No	NA	8	2	0	Low-quality	Genome-fragment	1.83	AAI-based (medium-confidence)	0	1	NA
Contig67888634||full	0.913	dsDNAphage	3117	0	20	0	3117	No	NA	5	1	0	Low-quality	Genome-fragment	3.81	HMM-based (lower-bound)	0	1	NA
Contig76414459||full	0.6	dsDNAphage	3117	0	66.7	0	3117	No	NA	3	0	1	Low-quality	Genome-fragment	1.22	AAI-based (high-confidence)	0	1	no viral genes detected
Contig114699997||full	0.993	dsDNAphage	3117	2	60	0	3117	No	NA	5	1	0	Low-quality	Genome-fragment	6.27	HMM-based (lower-bound)	0	1	NA
Contig125164014||full	0.96	dsDNAphage	3117	0	33.3	0	3117	No	NA	6	0	0	Low-quality	Genome-fragment	5.18	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig141741856||full	0.593	dsDNAphage	3117	0	25	0	3117	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig147246755||full	0.853	dsDNAphage	3117	0	25	0	3117	No	NA	4	0	0	Low-quality	Genome-fragment	7.53	AAI-based (high-confidence)	0	1	no viral genes detected
Contig64565462||full	0.633	dsDNAphage	3116	0	50	0	3116	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig102311997||full	0.547	dsDNAphage	3116	0	25	0	3116	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig111029376||full	0.787	dsDNAphage	3116	1	25	0	3116	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig97333979||full	0.953	dsDNAphage	3115	0	42.9	0	3115	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig123958643||full	0.96	dsDNAphage	3115	0	28.6	0	3115	No	NA	7	1	0	Low-quality	Genome-fragment	2.5	AAI-based (medium-confidence)	0	1	NA
Contig133715586||full	0.633	dsDNAphage	3115	0	25	0	3115	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig136352295||full	0.62	dsDNAphage	3115	0	66.7	0	3115	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig103340258||full	0.927	dsDNAphage	3113	0	28.6	0	3113	No	NA	7	1	0	Low-quality	Genome-fragment	1.98	HMM-based (lower-bound)	0	1	NA
Contig110142665||full	0.833	dsDNAphage	3113	0	50	0	3113	Yes	1625	6	1	1	Low-quality	Genome-fragment	0.63	HMM-based (lower-bound)	47.8	1	NA
Contig139850892||full	0.96	dsDNAphage	3113	0	11.1	0	3113	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig148620974||full	0.747	dsDNAphage	3113	0	33.3	0	3113	No	NA	3	0	0	Low-quality	Genome-fragment	8.4	AAI-based (high-confidence)	0	1	no viral genes detected
Contig108100855||full	0.993	dsDNAphage	3112	1	14.3	0	3112	No	NA	7	1	0	Low-quality	Genome-fragment	1.43	HMM-based (lower-bound)	0	1	NA
Contig108129613||full	0.773	dsDNAphage	3112	0	50	0	3112	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig130052419||full	1	dsDNAphage	3112	2	57.1	0	3112	No	NA	7	3	0	Low-quality	Genome-fragment	5.78	AAI-based (medium-confidence)	0	1	NA
Contig137238081||full	0.967	dsDNAphage	3112	0	16.7	0	3112	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig154637961||full	0.993	dsDNAphage	3112	0	16.7	0	3112	No	NA	6	1	0	Low-quality	Genome-fragment	6.52	AAI-based (high-confidence)	0	1	NA
Contig49405667||full	0.96	dsDNAphage	3111	1	16.7	0	3111	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig101602506||full	0.653	dsDNAphage	3111	0	12.5	0	3111	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig141463966||full	0.553	dsDNAphage	3111	0	40	0	3111	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig151983537||full	0.94	dsDNAphage	3111	0	20	0	3111	No	NA	5	1	0	Low-quality	Genome-fragment	5.47	AAI-based (medium-confidence)	0	1	NA
Contig36803615||full	0.627	dsDNAphage	3110	0	16.7	0	3110	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig70575712||full	0.96	dsDNAphage	3110	0	71.4	0	3110	Yes	938	7	1	2	Low-quality	Genome-fragment	0.8	AAI-based (medium-confidence)	69.84	1	NA
Contig74749825||full	0.873	dsDNAphage	3110	0	11.1	0	3110	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig105982826||full	0.507	dsDNAphage	3110	0	12.5	0	3110	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig106919636||full	0.56	dsDNAphage	3110	0	66.7	0	3110	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig38610455||full	0.947	dsDNAphage	3109	0	10	0	3109	No	NA	10	1	0	Low-quality	Genome-fragment	2.84	HMM-based (lower-bound)	0	1	NA
Contig47237236||full	0.867	dsDNAphage	3109	1	33.3	0	3109	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig131564737||full	0.78	dsDNAphage	3109	0	33.3	0	3109	No	NA	3	1	0	Low-quality	Genome-fragment	1.3	HMM-based (lower-bound)	0	1	NA
Contig143847410||full	0.64	dsDNAphage	3109	0	14.3	0	3109	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig32695649||full	1	dsDNAphage	3108	1	25	0	3108	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig72881291||full	0.587	dsDNAphage	3108	0	25	0	3108	No	NA	4	1	0	Low-quality	Genome-fragment	4.56	HMM-based (lower-bound)	0	1	NA
Contig75306601||full	0.86	dsDNAphage	3108	0	50	0	3108	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig93097038||full	0.92	dsDNAphage	3108	1	60	20	3108	No	NA	5	1	0	Low-quality	Genome-fragment	7.99	AAI-based (medium-confidence)	0	1	NA
Contig116720017||full	0.7	dsDNAphage	3108	1	33.3	0	3108	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig43560033||full	0.98	dsDNAphage	3107	0	27.3	0	3107	No	NA	11	3	0	Low-quality	Genome-fragment	4.82	HMM-based (lower-bound)	0	1	NA
Contig64977212||full	1	dsDNAphage	3107	3	100	0	3107	No	NA	3	3	0	Low-quality	Genome-fragment	8.62	AAI-based (medium-confidence)	0	1	NA
Contig85813809||full	0.993	dsDNAphage	3107	1	14.3	0	3107	No	NA	7	1	0	Low-quality	Genome-fragment	6.44	AAI-based (medium-confidence)	0	1	NA
Contig88987968||full	0.92	dsDNAphage	3107	0	28.6	0	3107	No	NA	7	2	0	Low-quality	Genome-fragment	7.36	AAI-based (high-confidence)	0	1	NA
Contig139354782||full	0.987	dsDNAphage	3107	1	100	0	3107	Yes	1256	2	1	1	Low-quality	Genome-fragment	0.72	HMM-based (lower-bound)	59.58	1	NA
Contig6335856||full	0.933	dsDNAphage	3106	1	25	0	3106	No	NA	4	1	0	Low-quality	Genome-fragment	3.55	AAI-based (medium-confidence)	0	1	NA
Contig49951581||full	0.847	dsDNAphage	3106	1	25	12.5	3106	No	NA	8	3	0	Low-quality	Genome-fragment	1.94	HMM-based (lower-bound)	0	1	NA
Contig52030198||full	0.653	dsDNAphage	3106	0	16.7	0	3106	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig80763721||full	0.967	dsDNAphage	3106	0	30	0	3106	No	NA	10	1	0	Low-quality	Genome-fragment	6.71	AAI-based (medium-confidence)	0	1	NA
Contig81773033||full	0.5	dsDNAphage	3106	0	50	0	3106	No	NA	2	0	2	Low-quality	Genome-fragment	6.03	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig107710184||full	0.647	dsDNAphage	3106	0	20	0	3106	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig120548037||full	0.64	dsDNAphage	3106	0	25	0	3106	No	NA	4	0	0	Low-quality	Genome-fragment	1.74	AAI-based (high-confidence)	0	1	no viral genes detected
Contig152286415||full	0.513	dsDNAphage	3106	0	66.7	0	3106	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig4196258||full	0.913	dsDNAphage	3105	0	50	0	3105	No	NA	6	1	0	Low-quality	Genome-fragment	4.57	AAI-based (medium-confidence)	0	1	NA
