seqname	dsDNAphage	NCLDV	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
Contig45794102||full	0.327	0.513	0.107	0.527	0.527	lavidaviridae	3278	0	25	0
Contig90878648||full	0.88	0.413	0.593	0.587	0.88	dsDNAphage	3278	0	25	0
Contig132408049||full	0.987	0.14	0.847	0.613	0.987	dsDNAphage	3278	1	20	0
Contig132494279||full	0.547	0.78	0.14	0.227	0.78	NCLDV	3278	0	50	0
Contig133107005||full	0.967	0.273	0.713	0.12	0.967	dsDNAphage	3278	0	22.2	0
Contig140206514||full	0.967	0.633	0.607	0.38	0.967	dsDNAphage	3278	1	25	0
Contig142963097||full	0.767	0.993	0.88	0.927	0.993	NCLDV	3278	0	28.6	0
Contig154108721||full	0.493	0.607	0.047	0.26	0.607	NCLDV	3278	0	14.3	0
Contig149121136||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	3278	1	50	0
Contig59551660||full	0.92	0.207	0.633	0.2	0.92	dsDNAphage	3277	0	20	0
Contig64024040||full	0.327	0.84	0.007	0.287	0.84	NCLDV	3277	0	33.3	16.7
Contig74697662||full	0.747	0.52	0.447	0.553	0.747	dsDNAphage	3277	0	50	0
Contig92934526||full	0.807	0.92	0.813	0.807	0.92	NCLDV	3277	0	57.1	0
Contig107208833||full	0.98	0.54	0.68	0.82	0.98	dsDNAphage	3277	1	25	0
Contig123298987||full	0.973	0.267	0.133	0.28	0.973	dsDNAphage	3277	2	50	0
Contig128693663||full	0.5	0.073	0.187	0.767	0.767	lavidaviridae	3277	0	50	0
Contig10925098||full	0.673	0.953	0.867	0.173	0.953	NCLDV	3276	0	16.7	0
Contig13548464||full	0.427	0.5	0.113	0.307	0.5	NCLDV	3276	0	33.3	0
Contig21913064||full	0.507	0.287	0.2	0.253	0.507	dsDNAphage	3276	0	66.7	0
Contig33979128||full	0.747	0.72	0.893	0.913	0.913	lavidaviridae	3276	0	60	0
Contig45072433||full	0.713	0.32	0.32	0.92	0.92	lavidaviridae	3276	0	25	0
Contig51712179||full	0.707	0.233	0.773	0.18	0.773	ssDNA	3276	0	40	0
Contig65208678||full	0.86	0.347	0.96	0.24	0.96	ssDNA	3276	0	50	0
Contig78732341||full	0.953	0.907	0.993	0.987	0.993	ssDNA	3276	0	60	0
Contig83186747||full	0.753	0.147	0.807	0.28	0.807	ssDNA	3276	0	20	0
Contig103817733||full	0.893	0.587	0.393	0.36	0.893	dsDNAphage	3276	1	25	0
Contig108997626||full	0.66	0.053	0.253	0.133	0.66	dsDNAphage	3276	0	66.7	0
Contig113970949||full	0.293	0.66	0.513	0.967	0.967	lavidaviridae	3276	0	25	0
Contig120350832||full	0.807	0.52	0.9	0.547	0.9	ssDNA	3276	0	40	0
Contig146435088||full	0.673	0.853	0.833	0.96	0.96	lavidaviridae	3276	0	50	0
Contig2696188||full	0.433	0.66	0.047	0.673	0.673	lavidaviridae	3275	0	33.3	0
Contig52074650||full	0.973	nan	0.367	0.2	0.973	dsDNAphage	3275	0	18.2	0
Contig67673049||full	0.8	0.08	0.173	0.46	0.8	dsDNAphage	3275	0	20	10
Contig72231089||full	0.107	0.507	0.087	0.327	0.507	NCLDV	3275	0	25	0
Contig73363802||full	0.673	0.593	0.513	0.707	0.707	lavidaviridae	3275	0	25	0
Contig107332632||full	0.487	0.933	0.393	0.74	0.933	NCLDV	3275	0	66.7	0
Contig118745053||full	0.487	0.9	0.767	0.813	0.9	NCLDV	3275	0	33.3	0
Contig121133896||full	0.987	0.447	0.687	0.473	0.987	dsDNAphage	3275	1	66.7	0
Contig125404674||full	0.187	0.653	0.033	0.133	0.653	NCLDV	3275	0	20	0
Contig135345399||full	0.66	0.427	0.38	0.553	0.66	dsDNAphage	3275	0	25	0
Contig141494260||full	0.26	0.687	0.067	0.087	0.687	NCLDV	3275	0	20	0
Contig143584065||full	0.94	0.113	0.44	0.133	0.94	dsDNAphage	3275	0	12.5	0
Contig2583352||full	0.6	0.313	0.053	0.18	0.6	dsDNAphage	3274	0	25	0
Contig5917750||full	0.987	0.587	0.727	0.367	0.987	dsDNAphage	3274	1	40	0
Contig15346638||full	0.333	0.573	0.96	0.76	0.96	ssDNA	3274	0	25	0
Contig49121936||full	0.587	0.533	0.04	0.253	0.587	dsDNAphage	3274	0	33.3	0
Contig51377748||full	0.507	0.1	0.46	0.407	0.507	dsDNAphage	3274	0	16.7	0
Contig85082290||full	0.113	0.74	0.007	0.127	0.74	NCLDV	3274	0	25	0
Contig99149920||full	0.613	0.673	0.133	0.253	0.673	NCLDV	3274	0	60	0
Contig104464328||full	0.54	0.707	0.48	0.54	0.707	NCLDV	3274	0	33.3	0
Contig111437520||full	0.747	0.593	0.307	0.147	0.747	dsDNAphage	3274	0	12.5	0
Contig130330374||full	0.573	0.053	0.307	0.313	0.573	dsDNAphage	3274	0	66.7	0
Contig130967650||full	0.26	0.64	0.027	0.547	0.64	NCLDV	3274	0	33.3	0
Contig140641512||full	0.547	0.1	0	0.093	0.547	dsDNAphage	3274	1	25	0
Contig35719371||full	0.18	0.9	0.06	0.393	0.9	NCLDV	3273	0	33.3	0
Contig53722270||full	1	0.28	0.993	0.46	1	dsDNAphage	3273	2	50	0
Contig72190732||full	0.653	0.347	0.227	0.907	0.907	lavidaviridae	3273	0	14.3	0
Contig81164824||full	0.76	0.547	0.107	0.493	0.76	dsDNAphage	3273	1	50	0
Contig89300364||full	0.693	0.393	0.907	0.6	0.907	ssDNA	3273	0	66.7	0
Contig110083778||full	0.693	0.047	0.793	0.907	0.907	lavidaviridae	3273	0	50	0
Contig119365755||full	0.267	0.887	0.067	0.54	0.887	NCLDV	3273	0	25	0
Contig140396274||full	0.587	0.76	0.067	0.173	0.76	NCLDV	3273	0	25	0
Contig141064740||full	0.593	0.093	0.467	0.24	0.593	dsDNAphage	3273	0	33.3	0
Contig7329575||full	0.847	0.367	0.733	0.873	0.873	lavidaviridae	3272	0	75	0
Contig17104638||full	0.48	0.54	0.093	0.207	0.54	NCLDV	3272	0	25	0
Contig53291734||full	nan	0.747	nan	nan	0.747	NCLDV	3272	0	33.3	0
Contig62351449||full	0.987	0.433	0.98	0.813	0.987	dsDNAphage	3272	1	50	0
Contig76749164||full	0.08	0.973	0.013	0.487	0.973	NCLDV	3272	0	20	0
Contig79830466||full	0.253	0.607	0.08	0.14	0.607	NCLDV	3272	0	33.3	0
Contig109796195||full	0.12	0.707	0.047	0.407	0.707	NCLDV	3272	0	25	0
Contig120537434||full	0.66	0.673	0.747	0.573	0.747	ssDNA	3272	0	40	0
Contig135729460||full	0.84	0.553	0.907	0.76	0.907	ssDNA	3272	0	66.7	0
Contig138878162||full	0.953	0.713	0.1	0.84	0.953	dsDNAphage	3272	1	57.1	0
Contig141445041||full	0.32	0.133	0.02	0.58	0.58	lavidaviridae	3272	0	33.3	0
Contig141825823||full	0.367	nan	0.247	0.633	0.633	lavidaviridae	3272	0	25	0
Contig147905589||full	0.427	0.88	0.053	0.707	0.88	NCLDV	3272	0	33.3	0
Contig152224862||full	0.313	0.04	0.147	0.507	0.507	lavidaviridae	3272	0	25	0
Contig3280161||full	0.22	0.667	0.073	0.313	0.667	NCLDV	3271	0	33.3	0
Contig4019387||full	0.273	0.893	0.04	0.673	0.893	NCLDV	3271	0	25	0
Contig12713471||full	0.1	0.747	0.033	0.147	0.747	NCLDV	3271	0	33.3	0
Contig105853429||full	0.84	0.307	0.767	0.307	0.84	dsDNAphage	3271	0	33.3	0
Contig114422043||full	0.48	0.207	0.113	0.747	0.747	lavidaviridae	3271	0	33.3	0
Contig118053643||full	0.807	0.153	0.02	0.007	0.807	dsDNAphage	3271	0	25	12.5
Contig123239016||full	0.313	0.933	0.04	0.66	0.933	NCLDV	3271	0	33.3	0
Contig144898447||full	0.68	0.993	0.993	1	1	lavidaviridae	3271	0	66.7	0
Contig147339198||full	0.62	0.1	0.093	0.573	0.62	dsDNAphage	3271	0	16.7	0
Contig153423556||full	0.78	0.093	0.24	0.373	0.78	dsDNAphage	3271	0	50	0
Contig40889233||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	3271	1	100	0
Contig25167840||full	0.267	0.147	0.007	0.567	0.567	lavidaviridae	3270	0	20	0
Contig49344504||full	0.98	0.64	0.967	0.847	0.98	dsDNAphage	3270	1	16.7	0
Contig59720220||full	0.307	0.247	0.12	0.573	0.573	lavidaviridae	3270	0	50	0
Contig70962061||full	0.987	0.8	0.607	0.48	0.987	dsDNAphage	3270	1	50	0
Contig96349222||full	0.953	0.627	0.973	0.82	0.973	ssDNA	3270	0	33.3	0
Contig99138082||full	1	0.433	0.68	0.18	1	dsDNAphage	3270	1	14.3	0
Contig107297400||full	0.36	0.287	0.027	0.547	0.547	lavidaviridae	3270	0	20	0
Contig116304258||full	0.927	0.627	0.847	0.12	0.927	dsDNAphage	3270	0	10	0
Contig125956600||full	0.193	0.967	0.02	0.473	0.967	NCLDV	3270	0	16.7	0
Contig126485754||full	0.967	0.92	0.967	0.98	0.98	lavidaviridae	3270	0	57.1	0
Contig136681969||full	0.453	0.827	0.033	0.113	0.827	NCLDV	3270	0	25	0
Contig140972330||full	0.907	0.113	0.253	0.253	0.907	dsDNAphage	3270	0	30	0
Contig153486026||full	0.613	0.527	0.607	0.667	0.667	lavidaviridae	3270	0	33.3	0
Contig30095081||full	0.613	0.073	0.267	0.647	0.647	lavidaviridae	3269	0	25	0
Contig32554550||full	0.813	0.693	0.92	0.733	0.92	ssDNA	3269	0	66.7	0
Contig46626349||full	0.293	0.567	0.3	0.62	0.62	lavidaviridae	3269	0	25	0
Contig79561657||full	0.867	0.387	0.813	0.547	0.867	dsDNAphage	3269	0	11.1	0
Contig80688943||full	0.967	0.687	0.693	0.12	0.967	dsDNAphage	3269	1	21.4	0
Contig82669029||full	0.56	0.107	0.54	0.653	0.653	lavidaviridae	3269	0	33.3	0
Contig114966595||full	0.58	0.067	0.133	0.507	0.58	dsDNAphage	3269	0	12.5	0
Contig116881253||full	0.2	0.82	0.04	0.367	0.82	NCLDV	3269	0	25	0
Contig133798979||full	0.787	0.307	0.033	0.693	0.787	dsDNAphage	3269	1	20	0
Contig154600245||full	0.08	0.613	0	0.007	0.613	NCLDV	3269	0	25	0
Contig2513865||full	0.84	0.92	0.873	0.987	0.987	lavidaviridae	3268	0	80	0
Contig6648634||full	0.087	0.62	0.02	0.26	0.62	NCLDV	3268	0	20	0
Contig41315342||full	0.9	0.1	0.18	0.12	0.9	dsDNAphage	3268	0	11.1	0
Contig53342155||full	0.473	0.28	0.353	0.713	0.713	lavidaviridae	3268	0	66.7	0
Contig73485626||full	0.407	0.84	0.06	0.08	0.84	NCLDV	3268	0	20	0
Contig88808675||full	0.967	0.133	0.693	0.08	0.967	dsDNAphage	3268	0	22.2	0
Contig142366430||full	0.32	0.987	0.08	0.98	0.987	NCLDV	3268	0	25	0
Contig24065725||full	0.453	0.693	0.593	0.56	0.693	NCLDV	3267	0	33.3	0
Contig34176613||full	0.78	0.4	0.467	1	1	lavidaviridae	3267	0	25	0
Contig57251626||full	0.94	0.573	0.953	0.613	0.953	ssDNA	3267	0	100	0
Contig63990800||full	0.987	0.88	0.953	1	1	lavidaviridae	3267	0	100	0
Contig65321408||full	0.48	nan	0.547	0.46	0.547	ssDNA	3267	0	100	0
Contig96972502||full	0.493	0.953	0.067	0.72	0.953	NCLDV	3267	0	25	0
Contig116249993||full	0.28	0.913	0.013	0.04	0.913	NCLDV	3267	0	33.3	0
Contig125482471||full	0.68	0.167	0.013	0.007	0.68	dsDNAphage	3267	0	50	16.7
Contig142151311||full	0.373	nan	0.453	0.733	0.733	lavidaviridae	3267	0	50	0
Contig150702106||full	0.48	0.08	0.047	0.627	0.627	lavidaviridae	3267	0	33.3	0
Contig152808270||full	0.693	0.7	0.967	0.933	0.967	ssDNA	3267	0	50	0
Contig16509421||full	0.74	0.253	0.573	0.967	0.967	lavidaviridae	3266	0	28.6	0
Contig58563672||full	0.313	0.147	0.187	0.767	0.767	lavidaviridae	3266	0	33.3	0
Contig83145250||full	0.96	0.327	0.767	0.093	0.96	dsDNAphage	3266	0	9.1	0
Contig116624411||full	0.58	0.28	0.207	0.153	0.58	dsDNAphage	3266	0	12.5	0
Contig140855978||full	0.927	0.8	0.933	0.307	0.933	ssDNA	3266	0	28.6	0
Contig19293236||full	0.973	0.093	0.6	0.813	0.973	dsDNAphage	3265	1	25	0
Contig23602884||full	0.953	0.987	0.08	0.22	0.987	NCLDV	3265	0	42.9	0
Contig35572068||full	0.64	0.393	0.873	0.847	0.873	ssDNA	3265	0	66.7	0
Contig53520763||full	0.827	0.56	0.687	0.533	0.827	dsDNAphage	3265	0	100	0
Contig75500427||full	0.967	0.547	0.767	0.647	0.967	dsDNAphage	3265	1	100	0
Contig99172989||full	0.493	0.04	0.173	0.7	0.7	lavidaviridae	3265	0	66.7	0
Contig118214725||full	0.373	0.587	0.093	0.48	0.587	NCLDV	3265	0	25	0
Contig129702226||full	0.933	0.553	0.927	0.66	0.933	dsDNAphage	3265	0	33.3	0
Contig142121870||full	0.193	0.367	0.98	0.893	0.98	ssDNA	3265	0	50	0
Contig142261589||full	0.84	0.16	0.813	0.4	0.84	dsDNAphage	3265	0	27.3	0
Contig143048154||full	0.127	0.713	0.067	0.167	0.713	NCLDV	3265	0	25	0
Contig29081799||full	0.66	0.76	0.907	0.393	0.907	ssDNA	3264	0	50	0
Contig57492574||full	0.667	0.247	0.487	0.96	0.96	lavidaviridae	3264	0	33.3	0
Contig80190836||full	0.78	0.633	0.033	0.12	0.78	dsDNAphage	3264	1	66.7	33.3
Contig83748373||full	0.493	0.467	0.82	0.9	0.9	lavidaviridae	3264	0	66.7	0
Contig92871098||full	0.447	0.1	0.253	0.553	0.553	lavidaviridae	3264	0	40	0
Contig111212713||full	0.8	0.327	0.507	0.473	0.8	dsDNAphage	3264	0	33.3	0
Contig112129434||full	0.647	0.34	0.08	0.227	0.647	dsDNAphage	3264	0	40	0
Contig119324108||full	0.08	0.747	0.067	0.3	0.747	NCLDV	3264	0	25	0
Contig128693914||full	0.967	nan	0.987	0.68	0.987	ssDNA	3264	0	100	0
Contig129007964||full	0.52	nan	0.853	0.787	0.853	ssDNA	3264	0	66.7	0
Contig135675089||full	0.133	0.78	0.027	0.087	0.78	NCLDV	3264	0	33.3	0
Contig144185623||full	0.36	0.267	0.373	0.627	0.627	lavidaviridae	3264	0	50	0
Contig145076572||full	0.853	0.487	0.193	0.16	0.853	dsDNAphage	3264	0	10	0
Contig4587376||full	0.727	0.42	0.84	0.48	0.84	ssDNA	3263	0	50	0
Contig27652106||full	0.82	0.6	0.92	0.773	0.92	ssDNA	3263	0	66.7	0
Contig88762359||full	0.48	0.273	0.727	0.793	0.793	lavidaviridae	3263	0	66.7	0
Contig104040129||full	0.993	0.353	0.387	0.253	0.993	dsDNAphage	3263	1	16.7	0
Contig116041914||full	0.267	0.873	0.06	0.113	0.873	NCLDV	3263	0	33.3	0
Contig134316191||full	0.687	0	0.1	0.26	0.687	dsDNAphage	3263	0	40	0
Contig146459939||full	0.92	0.04	0.3	0.113	0.92	dsDNAphage	3263	0	12.5	0
Contig147511592||full	0.447	0.907	0.533	1	1	lavidaviridae	3263	0	25	0
Contig152280337||full	0.34	0.94	0.113	0.32	0.94	NCLDV	3263	0	50	0
Contig30471310||full	0.86	0.633	0.56	0.547	0.86	dsDNAphage	3262	0	25	0
Contig35273705||full	0.607	0.947	0.887	0.987	0.987	lavidaviridae	3262	0	50	0
Contig54957701||full	0.127	0.907	0.007	0.127	0.907	NCLDV	3262	0	20	0
Contig60169473||full	0.627	0.807	0.96	0.313	0.96	ssDNA	3262	0	50	0
Contig138957463||full	0.233	0.573	0.82	0.913	0.913	lavidaviridae	3262	0	66.7	0
Contig141187263||full	0.74	0.573	0.66	0.527	0.74	dsDNAphage	3262	0	50	0
Contig150215691||full	0.693	0.64	0.64	0.993	0.993	lavidaviridae	3262	0	33.3	0
Contig59989665||full	0.94	0.04	0.467	0.16	0.94	dsDNAphage	3261	0	16.7	0
Contig92105917||full	0.547	0.767	0.393	0.807	0.807	lavidaviridae	3261	0	66.7	0
Contig121798683||full	0.787	0.353	0.053	0.013	0.787	dsDNAphage	3261	0	12.5	0
Contig132316914||full	0.533	0.133	0.367	0.26	0.533	dsDNAphage	3261	0	25	0
Contig151463152||full	0.613	0.253	0.247	0.193	0.613	dsDNAphage	3261	0	28.6	0
Contig156467319||full	0.587	0.533	0.68	0.48	0.68	ssDNA	3261	0	40	0
Contig140533234||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	3261	1	50	0
Contig30279937||full	0.367	0.813	0.927	0.92	0.927	ssDNA	3260	0	50	0
Contig45682836||full	0.733	0.26	0.06	0.053	0.733	dsDNAphage	3260	0	16.7	0
Contig64199109||full	0.747	0.333	0.873	0.573	0.873	ssDNA	3260	0	40	0
Contig88797189||full	0.733	0.147	0.193	0.08	0.733	dsDNAphage	3260	0	14.3	0
Contig131364934||full	0.507	0.533	0.073	0.173	0.533	NCLDV	3260	0	50	0
Contig142777711||full	0.993	0.767	0.167	0.12	0.993	dsDNAphage	3260	1	37.5	0
Contig151079279||full	0.9	0.9	0.513	0.413	0.9	dsDNAphage	3260	0	16.7	0
Contig28868836||full	0.867	0.08	0.56	0.4	0.867	dsDNAphage	3259	0	33.3	0
Contig82996093||full	0.86	0.04	0.807	0.16	0.86	dsDNAphage	3259	0	20	0
Contig107090605||full	0.327	0.513	0.133	0.347	0.513	NCLDV	3259	0	66.7	0
Contig113360519||full	0.62	0.507	0.467	0.467	0.62	dsDNAphage	3259	0	25	0
Contig117070559||full	0.567	0.753	0.673	0.773	0.773	lavidaviridae	3259	0	66.7	0
Contig123197099||full	0.48	0.48	0.713	0.467	0.713	ssDNA	3259	0	66.7	0
Contig135937163||full	0.773	0.507	0.813	0.827	0.827	lavidaviridae	3259	0	50	0
Contig141346806||full	0.387	0.993	0.58	1	1	lavidaviridae	3259	0	16.7	0
Contig146761071||full	0.533	nan	0.267	0.273	0.533	dsDNAphage	3259	0	20	0
Contig156592287||full	0.153	0.887	0.027	0.36	0.887	NCLDV	3259	0	25	0
Contig46954176||full	0.933	0.227	0.807	0.32	0.933	dsDNAphage	3258	0	40	0
Contig53593596||full	0.887	0.56	0.62	0.36	0.887	dsDNAphage	3258	0	16.7	0
Contig56647294||full	0.373	0.647	0.133	0.167	0.647	NCLDV	3258	0	20	0
Contig69116985||full	0.94	0.127	0.167	0.073	0.94	dsDNAphage	3258	0	11.1	0
Contig114131137||full	1	0.34	0.9	0.233	1	dsDNAphage	3258	0	57.1	0
Contig120117904||full	0.293	0.093	0.02	0.553	0.553	lavidaviridae	3258	0	16.7	0
Contig129569417||full	0.04	0.633	0.013	0	0.633	NCLDV	3258	0	33.3	0
Contig145248906||full	0.88	0.32	0.32	0.093	0.88	dsDNAphage	3258	0	11.1	0
Contig32832587||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	3258	1	100	0
Contig32432510||full	0.853	0.253	0.22	0.56	0.853	dsDNAphage	3257	0	33.3	0
Contig41525144||full	0.72	0.493	0.853	0.893	0.893	lavidaviridae	3257	0	50	0
Contig64757036||full	0.973	0.867	0.893	0.333	0.973	dsDNAphage	3257	0	80	0
Contig87613411||full	1	0.133	0.453	0.073	1	dsDNAphage	3257	1	28.6	0
Contig101919200||full	0.687	0.067	0.04	0.033	0.687	dsDNAphage	3257	0	28.6	14.3
Contig112576894||full	nan	0.64	nan	nan	0.64	NCLDV	3257	0	33.3	0
Contig123161824||full	0.513	0.287	0.04	0.153	0.513	dsDNAphage	3257	0	25	0
Contig1319452||full	0.927	0.24	0.913	0.473	0.927	dsDNAphage	3256	0	100	0
Contig1358180||full	0.973	0.56	0.807	0.807	0.973	dsDNAphage	3256	0	10	0
Contig5155510||full	0.36	0.867	0.153	0.64	0.867	NCLDV	3256	0	33.3	0
Contig14590453||full	0.447	0.607	0.593	0.813	0.813	lavidaviridae	3256	0	50	0
Contig28268500||full	0.753	0.227	0.387	0.827	0.827	lavidaviridae	3256	0	25	0
Contig66360246||full	0.4	0.467	0.973	0.94	0.973	ssDNA	3256	0	50	0
Contig118929880||full	0.92	0.607	0.02	0.313	0.92	dsDNAphage	3256	1	33.3	0
Contig133155227||full	0.847	0.653	0.873	0.58	0.873	ssDNA	3256	0	42.9	0
Contig138620148||full	0.667	0.253	0.453	0.333	0.667	dsDNAphage	3256	0	22.2	0
Contig151432242||full	0.88	0.227	0.773	0.14	0.88	dsDNAphage	3256	0	25	0
Contig43820723||full	0.08	0.987	0.013	0.42	0.987	NCLDV	3255	0	20	0
Contig63821558||full	0.607	0.667	0.62	0.647	0.667	NCLDV	3255	0	33.3	0
Contig65298781||full	0.993	0.067	0.94	0.373	0.993	dsDNAphage	3255	1	80	0
Contig72395619||full	0.527	0.96	0.327	0.727	0.96	NCLDV	3255	0	25	0
Contig93577955||full	0.647	0.167	0.74	0.693	0.74	ssDNA	3255	0	16.7	0
Contig93705707||full	0.907	0.233	0.467	0.293	0.907	dsDNAphage	3255	0	16.7	0
Contig93946779||full	0.947	0.293	0.3	0.607	0.947	dsDNAphage	3255	1	60	0
Contig97818110||full	0.9	0.327	0.627	0.133	0.9	dsDNAphage	3255	0	25	0
Contig109935788||full	0.993	0.4	0.74	0.113	0.993	dsDNAphage	3255	1	25	0
Contig113223680||full	0.58	0.147	0.567	0.26	0.58	dsDNAphage	3255	0	33.3	0
Contig113514281||full	0.473	0.633	0.92	0.813	0.92	ssDNA	3255	0	40	0
Contig131698125||full	0.333	0.713	0.067	0.38	0.713	NCLDV	3255	0	33.3	0
Contig137929483||full	0.507	0.293	0.247	0.54	0.54	lavidaviridae	3255	0	75	0
Contig139225803||full	0.953	0.547	0.627	0.047	0.953	dsDNAphage	3255	0	9.1	0
Contig140156918||full	0.9	0.24	0.96	0.387	0.96	ssDNA	3255	0	60	0
Contig145907792||full	0.907	0.287	0.98	0.853	0.98	ssDNA	3255	0	66.7	0
Contig38462159||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	3255	1	100	0
Contig3001421||full	0.16	0.713	0.04	0.193	0.713	NCLDV	3254	0	25	0
Contig6781130||full	0.127	0.773	0.007	0.327	0.773	NCLDV	3254	0	20	0
Contig28814229||full	0.793	0.027	0.52	0.213	0.793	dsDNAphage	3254	0	20	0
Contig53057241||full	0.587	0.147	0.433	0.207	0.587	dsDNAphage	3254	0	16.7	0
Contig63353833||full	0.387	0.127	0.307	0.573	0.573	lavidaviridae	3254	0	25	0
Contig89629892||full	0.987	0.747	0.473	0.267	0.987	dsDNAphage	3254	1	16.7	0
Contig92152337||full	0.913	0.02	0.26	0.1	0.913	dsDNAphage	3254	0	11.1	0
Contig94518502||full	0.473	0.54	0.673	0.927	0.927	lavidaviridae	3254	0	50	0
Contig100910822||full	0.68	0.033	0.02	0.027	0.68	dsDNAphage	3254	0	60	20
Contig104947754||full	0.213	0.84	0.02	0.487	0.84	NCLDV	3254	0	25	0
Contig110133083||full	0.993	0.033	0.747	0.427	0.993	dsDNAphage	3254	1	50	0
Contig138173956||full	0.967	0.38	0.327	0.413	0.967	dsDNAphage	3254	1	50	0
Contig146342767||full	0.993	0.3	0.933	0.587	0.993	dsDNAphage	3254	1	75	0
Contig40828545||full	0.833	0.053	0.327	0.72	0.833	dsDNAphage	3253	1	50	0
Contig43786881||full	0.693	0.513	0.14	0.567	0.693	dsDNAphage	3253	0	50	0
Contig61989498||full	0.853	0.767	0.547	0.967	0.967	lavidaviridae	3253	0	25	0
Contig74075809||full	0.987	0.527	0.2	0.14	0.987	dsDNAphage	3253	1	40	0
Contig86320827||full	0.78	0.093	0.84	0.247	0.84	ssDNA	3253	0	33.3	0
Contig93288076||full	0.927	0.267	0.42	0.16	0.927	dsDNAphage	3253	0	12.5	0
Contig99997327||full	0.78	0.027	0.013	0.007	0.78	dsDNAphage	3253	0	28.6	14.3
Contig103328453||full	0.927	0.907	0.333	0.6	0.927	dsDNAphage	3253	0	33.3	0
Contig108124834||full	0.873	0.1	0.82	0.78	0.873	dsDNAphage	3253	0	60	0
Contig113614885||full	0.9	0.133	0.893	0.147	0.9	dsDNAphage	3253	0	20	0
Contig113709632||full	0.707	0.253	0.207	0.553	0.707	dsDNAphage	3253	0	25	0
Contig122442529||full	1	0.66	0.753	0.707	1	dsDNAphage	3253	1	66.7	0
Contig142829292||full	0.16	0.807	0.107	0.22	0.807	NCLDV	3253	0	33.3	0
Contig146172680||full	0.353	0.8	0.067	0.687	0.8	NCLDV	3253	0	33.3	0
Contig147698523||full	0.813	0.193	0.247	0.153	0.813	dsDNAphage	3253	0	33.3	0
Contig150936893||full	0.74	0.22	0.527	0.26	0.74	dsDNAphage	3253	0	16.7	0
Contig155185560||full	0.26	0.853	0.047	0.607	0.853	NCLDV	3253	0	40	0
Contig1704942||full	0.907	0.02	0.073	0.027	0.907	dsDNAphage	3252	0	25	12.5
Contig84231074||full	0.707	0.92	0.927	1	1	lavidaviridae	3252	0	100	0
Contig93670722||full	0.4	0.913	0.047	0.107	0.913	NCLDV	3252	0	33.3	0
Contig106377440||full	0.553	0.76	0.093	0.16	0.76	NCLDV	3252	0	40	0
Contig107149841||full	0.053	0.867	0.02	0.067	0.867	NCLDV	3252	0	25	0
Contig132292742||full	0.453	0.64	0.08	0.14	0.64	NCLDV	3252	0	50	0
Contig132991078||full	0.7	0.087	0.407	0.247	0.7	dsDNAphage	3252	0	20	0
Contig134109334||full	0.687	0.273	0.873	0.26	0.873	ssDNA	3252	0	33.3	0
Contig149974650||full	0.94	0.367	1	0.88	1	ssDNA	3252	0	40	0
Contig15330387||full	0.813	0.36	0.427	0.313	0.813	dsDNAphage	3251	0	40	0
Contig17873720||full	0.707	0.167	0.413	0.273	0.707	dsDNAphage	3251	0	20	0
Contig33200168||full	0.213	0.227	0.04	0.653	0.653	lavidaviridae	3251	0	20	0
Contig40017141||full	0.987	0.42	1	0.967	1	ssDNA	3251	0	20	0
Contig68170798||full	0.987	0.027	0.327	0.3	0.987	dsDNAphage	3251	1	16.7	0
Contig105223224||full	0.6	0.08	0.293	0.613	0.613	lavidaviridae	3251	0	33.3	0
Contig113093636||full	0.807	0.36	0.633	0.82	0.82	lavidaviridae	3251	0	33.3	0
Contig120547994||full	0.067	0.587	0.007	0.027	0.587	NCLDV	3251	0	33.3	0
Contig122113721||full	0.72	0.653	0.98	0.947	0.98	ssDNA	3251	0	50	0
Contig129612186||full	0.027	0.5	0.027	0.147	0.5	NCLDV	3251	0	33.3	0
Contig133331380||full	0.933	0.327	0.06	0.26	0.933	dsDNAphage	3251	0	28.6	0
Contig138155733||full	0.7	0.333	0.473	0.947	0.947	lavidaviridae	3251	0	33.3	0
Contig153660905||full	0.047	0.507	0.013	0.013	0.507	NCLDV	3251	0	33.3	0
Contig34017757||full	0.327	0.467	0.533	0.713	0.713	lavidaviridae	3250	0	66.7	0
Contig88906974||full	0.413	0.22	0.267	0.993	0.993	lavidaviridae	3250	0	33.3	0
Contig89335107||full	0.133	0.673	0.007	0.04	0.673	NCLDV	3250	0	33.3	0
Contig91700788||full	0.993	0.5	0.867	0.907	0.993	dsDNAphage	3250	2	75	0
Contig97905644||full	nan	0.753	nan	nan	0.753	NCLDV	3250	0	33.3	0
Contig105841604||full	0.3	0.54	0.02	0.033	0.54	NCLDV	3250	0	40	20
Contig133416178||full	0.973	0.26	0.847	0.14	0.973	dsDNAphage	3250	0	85.7	0
Contig148948052||full	0.453	0.44	0.053	0.7	0.7	lavidaviridae	3250	0	33.3	0
Contig9619289||full	0.933	0.74	0.96	0.327	0.96	ssDNA	3249	0	66.7	0
Contig12934711||full	0.953	0.393	0.967	0.873	0.967	ssDNA	3249	0	75	0
