contig_id	full-partial	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	bin	contigLen	totalAvgDepth	contig_%GC	Completeness	Contamination	classification	bin_length	bin_%GC	contig_count
Contig47631446	full	0.653	dsDNAphage	12428	1	35.7	28.6	12428	No	NA	14	0	11	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.218	12556	12	64	70.86	1.72	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella_B;s__	3805363	64	308
Contig96489092	full	0.947	dsDNAphage	12374	0	11.5	0	12374	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.302	12376	12.2	63	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig127124802	full	0.913	dsDNAphage	12299	0	16	4	12299	No	NA	25	2	0	Low-quality	Genome-fragment	15.23	AAI-based (medium-confidence)	0	1	NA	bin.244	12829	11	57	80.03	2.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	5029135	62	439
Contig1304909	full	0.9	dsDNAphage	12248	0	8.3	0	12248	No	NA	22	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.486	12288	8.4	61	67.01	1.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	4887536	63	515
Contig46793008	full	0.947	dsDNAphage	12238	5	38.9	5.6	12238	No	NA	18	5	1	Low-quality	Genome-fragment	26.04	AAI-based (medium-confidence)	0	1	NA	bin.244	12240	7.5	63	80.03	2.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	5029135	62	439
Contig130130830	full	0.627	dsDNAphage	12202	1	25	16.7	12202	Yes	6476	12	2	3	Low-quality	Genome-fragment	6.95	HMM-based (lower-bound)	46.93	1	NA	bin.090	12204	13.8	67	58.29	1.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Aliidongia;s__	3723695	66	436
Contig47481481	full	0.947	dsDNAphage	12174	2	21.7	0	12174	No	NA	23	4	0	Low-quality	Genome-fragment	11.6	HMM-based (lower-bound)	0	1	NA	bin.256	12176	9.8	57	81.36	3.64	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	3735202	57	277
Contig143576871	full	0.893	dsDNAphage	12154	1	33.3	11.1	12154	No	NA	9	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.188	12157	19.9	59	50.54	0.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	2914104	59	346
Contig74309357	full	0.56	dsDNAphage	12138	0	37.5	6.2	12138	No	NA	16	0	1	Low-quality	Genome-fragment	21.86	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.185	12139	22.3	53	55.17	4.37	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__	3531498	55	317
Contig129744475	full	0.927	dsDNAphage	11893	0	26.3	0	11893	No	NA	19	3	0	Low-quality	Genome-fragment	23.46	AAI-based (high-confidence)	0	1	NA	bin.244	12123	5.6	46	80.03	2.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	5029135	62	439
Contig82605442	0_partial	0.887	dsDNAphage	11777	2	50	16.7	11777	No	NA	13	3	0	Low-quality	Genome-fragment	23.32	AAI-based (medium-confidence)	0	1	NA	bin.187	29391	23.9	53	91.21	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Acerihabitans;s__	5517391	53	35
Contig85416187	full	0.82	dsDNAphage	11680	1	20	6.7	11680	No	NA	15	1	4	Low-quality	Genome-fragment	17.47	HMM-based (lower-bound)	0	1	NA	bin.303	11684	8.1	57	53.43	1.69	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__Palsa-1400;s__	4160778	57	423
Contig150077987	full	0.947	dsDNAphage	11671	2	20	10	11671	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.206	11673	13.7	57	76.57	5.34	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__	9020328	57	716
Contig15299609	full	0.707	dsDNAphage	11591	0	22.7	4.5	11591	No	NA	22	1	1	Low-quality	Genome-fragment	8.18	HMM-based (lower-bound)	0	1	NA	bin.256	11653	7.9	57	81.36	3.64	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	3735202	57	277
Contig68516552	full	0.867	dsDNAphage	11586	0	20	0	11586	No	NA	15	2	1	Low-quality	Genome-fragment	7.14	HMM-based (lower-bound)	0	1	NA	bin.206	11894	13.3	59	76.57	5.34	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__	9020328	57	716
Contig84012682	full	0.793	dsDNAphage	11576	1	40	10	11576	No	NA	10	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.017	12031	9.4	58	83.64	1.3	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__	3804187	63	244
Contig38571712	full	1	dsDNAphage	11561	1	16.7	0	11561	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.365	12143	9.3	32	71.61	2.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	2611334	35	219
Contig136639390	full	0.58	dsDNAphage	11420	0	12.5	0	11420	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.157	11753	7.5	53	53.17	0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__	3811692	59	363
Contig130989526	0_partial	0.953	dsDNAphage	11348	2	27.3	9.1	11348	No	NA	11	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.451	21628	16.1	59	93.83	3.42	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	3692893	60	133
Contig9404915	0_partial	0.92	dsDNAphage	11303	1	9.5	23.8	11303	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.202	24849	53.5	56	94.89	4.7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__JABCZH01;s__	5152567	57	265
Contig73398071	full	0.727	dsDNAphage	11297	1	70	20	11297	No	NA	10	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.204	11298	8.7	54	60.34	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Collimonas;s__	2840313	56	241
Contig66971595	full	0.727	dsDNAphage	11221	0	37.5	6.2	11221	No	NA	16	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.259	11221	7.6	56	68.97	0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	4845605	58	442
Contig67565273	full	0.587	dsDNAphage	10879	0	20	6.7	10879	No	NA	15	1	2	Low-quality	Genome-fragment	7.71	HMM-based (lower-bound)	0	1	NA	bin.302	10900	7.3	61	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig10973499	0_partial	0.94	dsDNAphage	10871	2	42.1	21.1	10871	Yes	4788	19	7	4	Low-quality	Genome-fragment	6.63	HMM-based (lower-bound)	55.96	1	NA	bin.196	31342	9	62	89.15	0.83	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002814235	6589907	62	420
Contig78972247	full	0.927	dsDNAphage	10809	0	28.6	0	10809	No	NA	19	1	0	Low-quality	Genome-fragment	9.88	HMM-based (lower-bound)	0	1	NA	bin.260	11212	10.2	42	58.05	1.72	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAJCIR01;s__	596809	42	56
Contig49060738	full	0.98	dsDNAphage	10781	1	25	5	10781	No	NA	20	4	0	Low-quality	Genome-fragment	23.62	AAI-based (medium-confidence)	0	1	NA	bin.222	10781	11	54	95.95	3.42	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	3649706	58	144
Contig92847454	full	0.973	dsDNAphage	10705	2	40	0	10705	No	NA	5	1	0	Low-quality	Genome-fragment	5.57	HMM-based (lower-bound)	0	1	NA	bin.309	10827	8.4	61	51.76	0.68	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	1893030	62	218
Contig97071608	full	0.68	dsDNAphage	10436	0	8.3	4.2	10436	No	NA	24	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.256	10576	9.6	56	81.36	3.64	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	3735202	57	277
Contig80946994	full	0.687	dsDNAphage	10323	0	15.8	0	10323	No	NA	19	1	0	Low-quality	Genome-fragment	6.14	HMM-based (lower-bound)	0	1	NA	bin.490	10326	9.7	33	65.35	5.35	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__	1510962	37	83
Contig105276348	full	0.733	dsDNAphage	10219	1	22.2	11.1	10219	Yes	1451	9	1	5	Low-quality	Genome-fragment	0.81	HMM-based (lower-bound)	85.8	1	NA	bin.120	10220	8.2	40	77.27	1.05	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948_A;g__JABEUT01;s__	3279024	39	238
Contig5037628	full	0.547	dsDNAphage	10201	1	16.7	8.3	10201	No	NA	12	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.458	10286	18	44	88.31	2.73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	3959529	44	221
Contig155477078	full	0.513	dsDNAphage	10199	0	47.1	11.8	10199	Yes	4941	17	4	8	Low-quality	Genome-fragment	7.95	HMM-based (lower-bound)	51.55	1	NA	bin.181	10364	55.6	33	71.03	1.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	3919567	34	304
Contig155004542	full	0.62	dsDNAphage	10194	0	41.7	0	10194	No	NA	12	1	1	Low-quality	Genome-fragment	8.98	HMM-based (lower-bound)	0	1	NA	bin.467	10197	10.7	56	57.76	0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	965042	53	61
Contig58923434	full	0.92	dsDNAphage	10073	1	17.6	0	10073	No	NA	17	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.303	10462	8.1	54	53.43	1.69	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__Palsa-1400;s__	4160778	57	423
Contig5434168	full	1	dsDNAphage	9998	1	9.1	0	9998	No	NA	22	1	0	Low-quality	Genome-fragment	18.84	HMM-based (lower-bound)	0	1	NA	bin.206	10001	8.3	56	76.57	5.34	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__	9020328	57	716
Contig146023589	full	0.74	dsDNAphage	9884	1	27.3	9.1	9884	No	NA	11	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.446	9885	7.4	49	57.35	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__JABCZZ01;g__JABCZZ01;s__	1672156	50	185
Contig141291681	full	0.727	dsDNAphage	9620	0	18.2	0	9620	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.302	9621	7.5	64	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig108613732	full	0.72	dsDNAphage	9603	1	11.1	0	9603	No	NA	9	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.309	9604	9	58	51.76	0.68	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	1893030	62	218
Contig97333969	full	0.913	dsDNAphage	9599	1	40	0	9599	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.104	9601	7.3	42	83.71	1.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	3575477	41	277
Contig142808460	full	0.8	dsDNAphage	9539	1	20	0	9539	No	NA	10	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.206	9541	10.6	58	76.57	5.34	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__	9020328	57	716
Contig144123854	full	0.553	dsDNAphage	9500	1	20	10	9500	No	NA	10	1	5	Low-quality	Genome-fragment	8.76	AAI-based (medium-confidence)	0	1	NA	bin.093	9547	11.2	67	76.34	1.12	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	2787610	69	246
Contig86362894	full	1	dsDNAphage	9464	6	57.1	28.6	9464	No	NA	14	11	1	Low-quality	Genome-fragment	8.28	HMM-based (lower-bound)	0	1	NA	bin.196	9465	8.5	58	89.15	0.83	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002814235	6589907	62	420
Contig133107003	full	1	dsDNAphage	9236	1	15	0	9236	No	NA	20	3	0	Low-quality	Genome-fragment	13.14	HMM-based (lower-bound)	0	1	NA	bin.175	9372	24.2	53	87.39	2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__	5753683	58	352
Contig120745505	full	0.807	dsDNAphage	9116	1	37.5	25	9116	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.229	9119	10.3	61	80.88	2.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella_B;s__	4530588	61	253
Contig44601134	full	1	dsDNAphage	9095	2	27.3	4.5	9095	No	NA	22	6	0	Low-quality	Genome-fragment	12.46	HMM-based (lower-bound)	0	1	NA	bin.228	9197	10.5	33	74.17	5.94	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__	2021070	37	77
Contig96914223	full	1	dsDNAphage	9082	1	15.8	0	9082	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.175	9084	8.3	56	87.39	2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__	5753683	58	352
Contig148484966	full	0.953	dsDNAphage	8992	0	42.9	9.5	8992	No	NA	20	3	0	Low-quality	Genome-fragment	26.64	AAI-based (medium-confidence)	0	1	NA	bin.204	9819	15.3	53	60.34	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Collimonas;s__	2840313	56	241
Contig142802145	full	0.993	dsDNAphage	8958	1	13	0	8958	No	NA	23	2	0	Low-quality	Genome-fragment	4.16	HMM-based (lower-bound)	0	1	NA	bin.175	9124	7.5	54	87.39	2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__	5753683	58	352
Contig141794744	full	0.993	dsDNAphage	8942	2	27.8	0	8942	No	NA	18	0	0	Low-quality	Genome-fragment	15.93	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.015	8944	9.2	40	60.5	0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	1119918	44	79
Contig146060173	full	0.967	dsDNAphage	8855	1	40	0	8855	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.221	9205	8.6	38	68.03	6.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948_A;g__JABEUT01;s__	2722709	40	275
Contig69547977	full	1	dsDNAphage	8848	1	50	0	8848	No	NA	8	3	0	Low-quality	Genome-fragment	17.09	AAI-based (medium-confidence)	0	1	NA	bin.302	8850	13.7	63	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig47126491	full	0.56	dsDNAphage	8730	1	60	40	8730	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.432	8733	11	66	60.34	2.34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	3270272	64	325
Contig24060168	full	0.96	dsDNAphage	8694	2	42.9	21.4	8694	Yes	1882	14	2	4	Low-quality	Genome-fragment	2.3	HMM-based (lower-bound)	78.35	1	NA	bin.052	8815	9	60	57.76	5.17	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	5008314	63	502
Contig140451224	full	0.553	dsDNAphage	8638	0	20	0	8638	No	NA	10	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.052	9079	8.8	62	57.76	5.17	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	5008314	63	502
Contig80929877	full	0.92	dsDNAphage	8637	1	44.4	22.2	8637	No	NA	9	1	3	Low-quality	Genome-fragment	12.92	HMM-based (lower-bound)	0	1	NA	bin.221	8639	8.8	40	68.03	6.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948_A;g__JABEUT01;s__	2722709	40	275
Contig29776338	full	0.98	dsDNAphage	8558	1	21.4	7.1	8558	No	NA	14	1	0	Low-quality	Genome-fragment	4.64	HMM-based (lower-bound)	0	1	NA	bin.347	8560	9.2	56	78.25	5.13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__JABCZH01;s__	3750963	58	125
Contig155222173	full	0.993	dsDNAphage	8362	1	62.5	0	8362	No	NA	8	2	0	Low-quality	Genome-fragment	6.87	AAI-based (medium-confidence)	0	1	NA	bin.244	8364	7	63	80.03	2.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	5029135	62	439
Contig129593595	full	0.893	dsDNAphage	8254	0	18.2	0	8254	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.205	8255	7.1	67	53.01	3.93	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAFATL01;g__;s__	2740368	68	315
Contig94466256	full	1	dsDNAphage	8211	1	7.7	0	8211	No	NA	13	1	0	Low-quality	Genome-fragment	5.67	HMM-based (lower-bound)	0	1	NA	bin.256	8212	6.4	55	81.36	3.64	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	3735202	57	277
Contig71297963	full	0.787	dsDNAphage	8089	0	45.5	0	8089	No	NA	11	1	1	Low-quality	Genome-fragment	2.25	AAI-based (high-confidence)	0	1	NA	bin.478	8091	28.3	47	93.52	3.48	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PKWO01;s__	6416355	60	350
Contig123292961	full	0.82	dsDNAphage	8033	0	21.7	4.3	8033	No	NA	21	4	0	Low-quality	Genome-fragment	11.26	HMM-based (lower-bound)	0	1	NA	bin.425	8362	10.4	35	73.93	5.28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__JABDEM01;s__	2989463	38	221
Contig61311173	full	0.82	dsDNAphage	7963	1	30	20	7963	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.268	7963	7.7	72	61.37	3.42	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	5274845	70	589
Contig109256704	full	1	dsDNAphage	7948	2	75	0	7948	No	NA	8	6	0	Low-quality	Genome-fragment	18.36	AAI-based (medium-confidence)	0	1	NA	bin.141	7952	11.3	68	50.86	4.31	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	4616656	66	621
Contig20536230	full	1	dsDNAphage	7914	2	53.8	0	7914	No	NA	13	6	0	Low-quality	Genome-fragment	9.45	AAI-based (medium-confidence)	0	1	NA	bin.175	7916	7.5	56	87.39	2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__	5753683	58	352
Contig24393438	full	0.96	dsDNAphage	7870	2	28.6	0	7870	Yes	7237	7	1	1	Low-quality	Genome-fragment	6.77	AAI-based (medium-confidence)	8.04	1	NA	bin.244	7872	13	45	80.03	2.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	5029135	62	439
Contig51467945	full	0.633	dsDNAphage	7844	0	20	0	7844	No	NA	5	0	1	Low-quality	Genome-fragment	8.6	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.486	7866	8.2	65	67.01	1.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	4887536	63	515
Contig78331896	full	0.92	dsDNAphage	7781	0	30.8	0	7781	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.141	7782	6.8	60	50.86	4.31	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	4616656	66	621
Contig135851754	full	1	dsDNAphage	7739	6	83.3	0	7739	No	NA	12	9	0	Low-quality	Genome-fragment	13.75	AAI-based (medium-confidence)	0	1	NA	bin.302	7797	5.8	63	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig20395106	full	0.573	dsDNAphage	7724	0	25	0	7724	No	NA	12	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.256	7741	9.4	58	81.36	3.64	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	3735202	57	277
Contig148041153	full	0.807	dsDNAphage	7653	0	17.6	5.9	7653	No	NA	17	1	0	Low-quality	Genome-fragment	3.75	HMM-based (lower-bound)	0	1	NA	bin.141	7653	6.3	67	50.86	4.31	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	4616656	66	621
Contig156567357	full	0.993	dsDNAphage	7631	5	66.7	11.1	7631	No	NA	9	8	0	Low-quality	Genome-fragment	20.33	AAI-based (medium-confidence)	0	1	NA	bin.204	7633	8	56	60.34	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Collimonas;s__	2840313	56	241
Contig44601133	full	1	dsDNAphage	7628	2	21.4	0	7628	No	NA	14	2	0	Low-quality	Genome-fragment	19.71	AAI-based (medium-confidence)	0	1	NA	bin.425	7628	11	33	73.93	5.28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__JABDEM01;s__	2989463	38	221
Contig124665428	full	0.807	dsDNAphage	7596	0	25	0	7596	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.017	7600	10.1	62	83.64	1.3	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__	3804187	63	244
Contig112342112	full	0.78	dsDNAphage	7579	0	57.1	0	7579	No	NA	7	0	0	Low-quality	Genome-fragment	12.33	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.268	7608	8.6	67	61.37	3.42	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	5274845	70	589
Contig135631968	0_partial	0.913	dsDNAphage	7578	1	23.8	42.9	7578	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.021	173816	46	65	96.53	0.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__;s__	5805556	64	55
Contig37635043	full	0.6	dsDNAphage	7569	0	16.7	0	7569	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.090	7571	9.2	65	58.29	1.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Aliidongia;s__	3723695	66	436
Contig125404428	full	0.847	dsDNAphage	7562	1	44.4	11.1	7562	No	NA	9	0	7	Low-quality	Genome-fragment	4.84	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.221	7564	7.6	40	68.03	6.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948_A;g__JABEUT01;s__	2722709	40	275
Contig56327144	full	0.68	dsDNAphage	7553	1	22.2	11.1	7553	No	NA	9	0	8	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.208	7727	7	50	67.82	4.02	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__;s__	3559911	49	333
Contig112176688	full	0.807	dsDNAphage	7486	0	44.4	0	7486	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.175	7490	9	55	87.39	2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__	5753683	58	352
