gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
Contig21648553||full_34	Contig21648553||full							2	MK
Contig21648553||full_49	Contig21648553||full							1	MK
Contig21704182||full_5	Contig21704182||full							3	MKF
Contig21867532||full_9	Contig21867532||full							3	MKF
Contig22003524||full_2	Contig22003524||full							3	MKF
Contig22003524||full_3	Contig22003524||full							3	MKF
Contig22101182||full_8	Contig22101182||full							2	MKF
Contig22122978||full_16	Contig22122978||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	M
Contig22220668||full_2	Contig22220668||full							3	MKF
Contig22318712||full_28	Contig22318712||full							2	MK
Contig22318712||full_34	Contig22318712||full							2	MK
Contig22356763||full_16	Contig22356763||full							3	MKF
Contig22497915||full_32	Contig22497915||full	K00560	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig22497915||full_36	Contig22497915||full							2	MKF
Contig22889031||full_74	Contig22889031||full							2	MK
Contig23036968||0_partial_8	Contig23036968||0_partial							2	MKF
Contig23248841||full_3	Contig23248841||full	C83	Catlytic type: Cysteine; glutathione is cleaved to gamma-Glu-Cys + Gly, either by hydrolysis or transpeptidation	Organic Nitrogen	Peptidase		Exopeptidases some of which also have transferase activity	3	MF
Contig23248841||full_4	Contig23248841||full							3	MKF
Contig23395739||full_4	Contig23395739||full							2	MKF
Contig23429179||full_16	Contig23429179||full							2	MK
Contig23466825||full_3	Contig23466825||full	K01251	adenosylhomocysteinase [EC:3.3.1.1] [RN:R00192]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MKF
Contig23477646||full_3	Contig23477646||full							3	MKF
Contig23708247||full_23	Contig23708247||full							2	MKT
Contig23708247||full_37	Contig23708247||full							1	MKT
Contig23708247||full_39	Contig23708247||full							1	MKT
Contig23708247||full_41	Contig23708247||full							1	MKT
Contig23896832||full_4	Contig23896832||full							3	MKF
Contig24043819||full_6	Contig24043819||full	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, methionine => cysteine	3	MF
Contig24043819||full_6	Contig24043819||full	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig24043819||full_13	Contig24043819||full	K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	3	MF
Contig2409367||full_2	Contig2409367||full	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	Transporters			Lipopolysaccharide transport system	3	MF
Contig24138093||full_2	Contig24138093||full							3	MKF
Contig24254667||full_49	Contig24254667||full							1	MK
Contig24278870||full_51	Contig24278870||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	2	M
Contig24278870||full_96	Contig24278870||full							1	MK
Contig24278870||full_101	Contig24278870||full							1	MK
Contig24278870||full_117	Contig24278870||full							1	MK
Contig24278870||full_167	Contig24278870||full	GH13	GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter	carbon utilization	CAZY	Starch Backbone Cleavage	Glycoside Hydrolases	2	M
Contig24278870||full_191	Contig24278870||full							2	MK
Contig24529586||full_2	Contig24529586||full							3	MKF
Contig24665872||full_4	Contig24665872||full	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
Contig24894926||full_6	Contig24894926||full							3	MKF
Contig24899029||full_92	Contig24899029||full							3	MK
Contig25304145||full_29	Contig25304145||full							1	MKE
Contig25353445||full_2	Contig25353445||full							3	MKF
Contig25479019||full_4	Contig25479019||full							2	MKF
Contig25604635||full_15	Contig25604635||full	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	Transporters			ABC-2 type transport system	3	MF
Contig2567248||full_8	Contig2567248||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
Contig2567248||full_119	Contig2567248||full							2	MK
Contig2570646||full_13	Contig2570646||full							1	MK
Contig2572657||full_36	Contig2572657||full							2	MKF
Contig25738071||full_68	Contig25738071||full							2	MK
Contig25738071||full_103	Contig25738071||full							2	MK
Contig25738071||full_110	Contig25738071||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig25904621||full_31	Contig25904621||full							3	MKT
Contig26097956||full_7	Contig26097956||full							3	MKF
Contig26118042||full_81	Contig26118042||full	K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	1	M
Contig26118042||full_83	Contig26118042||full							1	MK
Contig26368982||full_10	Contig26368982||full							3	MKF
Contig266420||full_4	Contig266420||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig26724068||full_20	Contig26724068||full							2	MK
Contig26800273||full_67	Contig26800273||full							2	MK
Contig26800274||full_26	Contig26800274||full							2	MK
Contig26800274||full_29	Contig26800274||full							2	MK
Contig26800274||full_54	Contig26800274||full							2	MK
Contig26800274||full_75	Contig26800274||full							2	MK
Contig26800274||full_161	Contig26800274||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	M
Contig26800275||full_12	Contig26800275||full							1	MK
Contig26800275||full_138	Contig26800275||full	M36	Catlytic type: Metallo; hydrolyses laminins, elastin and collagen, with a preference for cleavage on the amino side of hydrophobic residues with bulky side-chains; a member is funalysin	Organic Nitrogen	Peptidase		Endopeptidases	1	M
Contig26800275||full_355	Contig26800275||full							1	MK
Contig26800275||full_425	Contig26800275||full	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	1	MK
Contig26800275||full_474	Contig26800275||full							2	MK
Contig26800275||full_537	Contig26800275||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig26838779||full_10	Contig26838779||full							2	MK
Contig27114092||full_5	Contig27114092||full							2	MKF
Contig27345586||full_75	Contig27345586||full							1	MKT
Contig27345586||full_160	Contig27345586||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MT
Contig27738626||full_42	Contig27738626||full							2	MK
Contig27984524||full_29	Contig27984524||full							3	MKF
Contig27984525||full_117	Contig27984525||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig28143035||full_10	Contig28143035||full	C93	Catlytic type: Cysteine; member is LapG peptidase (Pseudomonas fluorescens)	Organic Nitrogen	Peptidase		LapG peptidase	2	MF
Contig282372||full_4	Contig282372||full	K02963	small subunit ribosomal protein S18	MISC	Information systems		Ribosome, bacteria	3	MF
Contig282372||full_14	Contig282372||full							3	MK
Contig282372||full_25	Contig282372||full							3	MK
Contig28601442||full_134	Contig28601442||full							1	MK
Contig28601442||full_150	Contig28601442||full							2	MK
Contig28666790||full_3	Contig28666790||full	K03778	D-lactate dehydrogenase	carbon utilization	pyruvate metabolism		fermentation-	3	MKF
Contig28764988||full_5	Contig28764988||full	M50B	Catlytic type: Metallo; activates the factor sigmaK precursor by cleaving off a 20-residue propeptide; cleavage occurs within, or very close to, membranes	Organic Nitrogen	Peptidase		Metallo-endopeptidases	3	MF
Contig28819750||full_15	Contig28819750||full							2	MK
Contig28819750||full_107	Contig28819750||full							2	MK
Contig28819750||full_189	Contig28819750||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig29344222||full_4	Contig29344222||full							3	MKF
Contig29404543||full_4	Contig29404543||full							3	MKF
Contig29727124||full_6	Contig29727124||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
Contig29781806||full_3	Contig29781806||full							3	MKF
Contig30192371||full_7	Contig30192371||full	M96	Catlytic type: Metallo; N-terminal octapeptide is removed from the Wnt-3a protein, with cleavage occurring at at Leu+Ala bond	Organic Nitrogen	Peptidase		signaling peptidase	3	MF
Contig30301763||full_2	Contig30301763||full							3	MKF
Contig30301763||full_4	Contig30301763||full	M24A	Catlytic type: Metallo; cleave the Met-Xaa (where Xaa is any amino acid) bond in the removal of the initiating N-terminal methionine from newly synthesized proteins; essential for the removal of the initiating methionine of many proteins, acting co-translationally in association with the ribosomes	Organic Nitrogen	Peptidase		Exopeptidases that require co-catalytic ions of cobalt or manganese	3	MF
Contig30301763||full_8	Contig30301763||full	K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	3	MF
Contig30525909||full_2	Contig30525909||full	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	3	MKEF
Contig30525909||full_2	Contig30525909||full	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	3	MKEF
Contig30525909||full_2	Contig30525909||full	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] [RN:R02736 R10907]	carbon utilization	central carbon	glycolysis	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	3	MKEF
Contig30692167||full_3	Contig30692167||full	M24B	Catlytic type: Metallo; cleave the bond XaaPro; found in eukaryotes associated with collagen recycling	Organic Nitrogen	Peptidase		Exopeptidases that require co-catalytic ions of cobalt or manganese	3	MF
Contig30941959||full_26	Contig30941959||full							3	MK
Contig30941959||full_45	Contig30941959||full							3	MKF
Contig30954612||full_12	Contig30954612||full							2	MKF
Contig31078887||full_2	Contig31078887||full							3	MKF
Contig31122736||full_7	Contig31122736||full							3	MKF
Contig3124805||full_66	Contig3124805||full							3	MK
Contig31270607||full_16	Contig31270607||full							3	MKF
Contig31352608||full_9	Contig31352608||full							3	MK
Contig31647895||full_12	Contig31647895||full							2	MKF
Contig31752499||full_15	Contig31752499||full	K02970	small subunit ribosomal protein S21	MISC	Information systems		Ribosome, bacteria	3	MF
Contig31851058||full_42	Contig31851058||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	2	M
Contig31927762||full_2	Contig31927762||full	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9] [RN:R01655 R01220]	Energy	C1		Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	3	MKF
Contig31966027||full_2	Contig31966027||full							3	MKF
Contig32132490||full_3	Contig32132490||full							2	MKF
Contig32372175||full_11	Contig32372175||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	MF
Contig32388511||full_38	Contig32388511||full							2	MK
Contig33090058||full_9	Contig33090058||full							2	MKF
Contig33090059||full_9	Contig33090059||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig33106533||full_6	Contig33106533||full							2	MKF
Contig33106534||full_5	Contig33106534||full							3	MKF
Contig33968129||full_3	Contig33968129||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig34061084||full_31	Contig34061084||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig34061086||full_10	Contig34061086||full							2	MKF
Contig34093854||full_10	Contig34093854||full							1	MKE
Contig34181794||full_2	Contig34181794||full							3	MKF
Contig34238316||full_54	Contig34238316||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig34477844||full_2	Contig34477844||full							3	MKF
Contig34488822||full_6	Contig34488822||full	K01992	ABC-2.P; ABC-2 type transport system permease protein	Transporters			ABC-2 type transport system	3	MF
Contig34527623||full_5	Contig34527623||full	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	carbon utilization	central carbon	glycolysis	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	3	MKF
Contig34527623||full_5	Contig34527623||full	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	carbon utilization	central carbon	glycolysis	Glycolysis, core module involving three-carbon compounds	3	MKF
Contig34527623||full_5	Contig34527623||full	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	carbon utilization	central carbon	glycolysis	Gluconeogenesis, oxaloacetate => fructose-6P	3	MKF
Contig34527623||full_5	Contig34527623||full	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061]	carbon utilization	central carbon	glycolysis	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	3	MKF
Contig34527623||full_5	Contig34527623||full	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061]	carbon utilization	central carbon	glycolysis	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	3	MKF
Contig34527623||full_5	Contig34527623||full	K00134	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Energy	C1		Reductive pentose phosphate cycle (Calvin cycle)	3	MKF
Contig34527623||full_5	Contig34527623||full	K00134	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Energy	C1		Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	3	MKF
Contig34527623||full_6	Contig34527623||full	K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	carbon utilization	central carbon	glycolysis	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	3	MKF
Contig34527623||full_6	Contig34527623||full	K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	carbon utilization	central carbon	glycolysis	Glycolysis, core module involving three-carbon compounds	3	MKF
Contig34527623||full_6	Contig34527623||full	K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	carbon utilization	central carbon	glycolysis	Gluconeogenesis, oxaloacetate => fructose-6P	3	MKF
Contig34527623||full_6	Contig34527623||full	K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	carbon utilization	central carbon	glycolysis	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	3	MKF
Contig34527623||full_6	Contig34527623||full	K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	carbon utilization	central carbon	glycolysis	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	3	MKF
Contig34527623||full_6	Contig34527623||full	K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Energy	C1		Reductive pentose phosphate cycle (Calvin cycle)	3	MKF
Contig34527623||full_6	Contig34527623||full	K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Energy	C1		Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	3	MKF
Contig34527623||full_8	Contig34527623||full	K01803	triosephosphate isomerase [EC:5.3.1.1] [RN:R01015]	carbon utilization	central carbon	glycolysis	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	3	M
Contig34527623||full_8	Contig34527623||full	K01803	triosephosphate isomerase [EC:5.3.1.1] [RN:R01015]	carbon utilization	central carbon	glycolysis	Glycolysis, core module involving three-carbon compounds	3	M
Contig34527623||full_8	Contig34527623||full	K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1] [RN:R01015]	carbon utilization	central carbon	glycolysis	Gluconeogenesis, oxaloacetate => fructose-6P	3	M
Contig34581916||full_6	Contig34581916||full							3	MKF
Contig34581916||full_7	Contig34581916||full	K01689	enolase [EC:4.2.1.11] [RN:R00658]	carbon utilization	central carbon	glycolysis	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	3	MKF
Contig34581916||full_7	Contig34581916||full	K01689	enolase [EC:4.2.1.11] [RN:R00658]	carbon utilization	central carbon	glycolysis	Glycolysis, core module involving three-carbon compounds	3	MKF
Contig34581916||full_7	Contig34581916||full	K01689	enolase [EC:4.2.1.11] [RN:R00658]	carbon utilization	central carbon	glycolysis	Gluconeogenesis, oxaloacetate => fructose-6P	3	MKF
Contig34581916||full_10	Contig34581916||full							3	MKF
Contig34614787||full_3	Contig34614787||full							3	MKF
Contig34724434||full_22	Contig34724434||full							1	MK
Contig34724434||full_24	Contig34724434||full							1	MK
Contig34729831||full_4	Contig34729831||full							3	MKF
Contig3478317||full_91	Contig3478317||full							2	MK
Contig3478317||full_140	Contig3478317||full							2	MK
Contig3478318||full_4	Contig3478318||full	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MKEF
Contig3478318||full_35	Contig3478318||full							2	MK
Contig3490422||full_4	Contig3490422||full							2	MKF
Contig34942556||full_28	Contig34942556||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	M
Contig3499721||full_8	Contig3499721||full							2	MKF
Contig3499721||full_15	Contig3499721||full							2	MK
Contig3499721||full_19	Contig3499721||full							2	MK
Contig35101989||full_4	Contig35101989||full							2	MKF
Contig35224228||full_38	Contig35224228||full							2	MK
Contig35224228||full_47	Contig35224228||full							2	MK
Contig35659992||full_2	Contig35659992||full	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
Contig35682498||full_23	Contig35682498||full							2	MKF
Contig35752427||full_6	Contig35752427||full							3	MKF
Contig35840260||full_68	Contig35840260||full							2	MK
Contig36572066||full_98	Contig36572066||full							3	MK
Contig36804561||full_2	Contig36804561||full							3	MKF
Contig36819954||full_8	Contig36819954||full							2	MK
Contig36819954||full_10	Contig36819954||full							2	MK
Contig37007607||full_2	Contig37007607||full							3	MKF
Contig37144782||full_4	Contig37144782||full	K01243	S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9] [RN:R00194]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, methionine => cysteine	3	MKF
Contig37161209||full_3	Contig37161209||full							3	MKF
Contig37254831||full_4	Contig37254831||full	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
Contig37276875||full_15	Contig37276875||full	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2] [RN:R01868]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	MF
Contig37276961||full_8	Contig37276961||full	M01	Catlytic type: Metallo; each is capable of releasing a variety of residues; none have been shown to hydrolyse Xaa-Pro-bonds	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
Contig37438308||full_2	Contig37438308||full							3	MKF
Contig37464331||full_10	Contig37464331||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	M
Contig37464331||full_19	Contig37464331||full							3	MKF
Contig37464331||full_20	Contig37464331||full							3	MKF
Contig37464331||full_22	Contig37464331||full							3	MKF
Contig37529703||full_52	Contig37529703||full							1	MK
Contig37546983||full_2	Contig37546983||full							3	MKF
Contig37767174||full_9	Contig37767174||full							3	MKF
Contig37778300||full_2	Contig37778300||full							3	MKF
Contig37827923||full_3	Contig37827923||full	K02945	small subunit ribosomal protein S1	MISC	Information systems		Ribosome, bacteria	3	MF
Contig37948852||full_17	Contig37948852||full	GH16	GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-galactanase (EC 3.2.1.181)	carbon utilization	CAZY	Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose), Sulf-Polysachharides Backbone Cleavage	Glycoside Hydrolases	2	MKEF
